,wom_names,name_year,name_decade,job_is,job_type,job?,job_is_GEN,job_type_GEN,job?_GEN
93,萌,1993,1990,萌の職業は,萌の職種は,萌は何の仕事をしていますか？萌は,['萌の職業は、\n\n「魔法使い」\n\n「魔法使い」\n\n「魔法使い」\n\n「魔法使い」\n\n「魔法使い」\n\n「魔法使い」\n\n「魔法使い」\n'],['萌の職種は、\n\n「ハロウィンのお菓子作り」\n\n「ハロウィンのお菓子作り」\n\n「ハロウィンのお菓子作り」\n\n「ハロウィンのお菓子作'],['萌は何の仕事をしていますか？萌は何の仕事をしていますか？萌は何の仕事をしていますか？萌は何の仕事をしていますか？萌は何の仕事をしていますか？萌は何の仕事を']
94,彩花,1993,1990,彩花の職業は,彩花の職種は,彩花は何の仕事をしていますか？彩花は,['彩花の職業は、\n\n「花の職業」\n\nと呼ばれる。\n\n花の職業は、\n\n「花の職業」\n\nと呼ばれる。\n\n花の職業は、\n\n「花の職業」\n\n'],['彩花の職種は、\n\n「花の職人」\n\n「花の職人」\n\n「花の職人」\n\n「花の職人」\n\n「花の職人」\n\n「花の職人」\n\n「花の職人'],['彩花は何の仕事をしていますか？彩花は何の仕事をしていますか？彩花は何の仕事をしていますか？彩花は何の仕事をしていますか？彩花は何の仕事をしていますか？彩花は']
95,遥,1994,1990,遥の職業は,遥の職種は,遥は何の仕事をしていますか？遥は,['遥の職業は、\n\n「魔法使い」\n\n「魔法使い」\n\n「魔法使い」\n\n「魔法使い」\n\n「魔法使い」\n\n「魔法使い」\n\n「魔法使い」\n\n'],['遥の職種は、\n\n「ハイパー・ハイテク・ハイパー・ハイテク」\n\n「ハイパー・ハイテク・ハイパー・ハイテク」\n\n「ハイパー・ハイテク・ハ'],['遥は何の仕事をしていますか？遥は何の仕事をしていますか？遥は何の仕事をしていますか？遥は何の仕事をしていますか？遥は何の仕事をしていますか？遥は何の仕事をしていますか？遥']
96,千夏,1994,1990,千夏の職業は,千夏の職種は,千夏は何の仕事をしていますか？千夏は,['千夏の職業は、\n\n「魔法使い」\n\n「魔法使い」\n\n「魔法使い」\n\n「魔法使い」\n\n「魔法使い」\n\n「魔法使い」\n\n「魔法使い」'],['千夏の職種は、\n\n「おっぱい」「おっぱい」「おっぱい」「おっぱい」「おっぱい」「おっぱい」「おっぱい」「おっぱい」「おっぱい」「おっ�'],['千夏は何の仕事をしていますか？千夏は何をしているのですか？\n\n千夏は何をしているのですか？\n\n千夏は何をしているのですか？\n\n千夏は何をしているのですか？\n\n千夏は何をしているの']
97,葵,1994,1990,葵の職業は,葵の職種は,葵は何の仕事をしていますか？葵は,['葵の職業は、\n\n「魔法使い」\n\nとなっています。\n\n魔法使いの職業は、\n\n「魔法使い」\n\nとなっています。\n\n魔法使いの職業は、\n\n「魔法使い'],['葵の職種は、\n\n「魔法使い」\n\n「魔法使い」\n\n「魔法使い」\n\n「魔法使い」\n\n「魔法使い」\n\n「魔法使い」\n\n「魔法使い」'],['葵は何の仕事をしていますか？葵は何をしているのですか？\n\n葵は、葵は、葵は、葵は、葵は、葵は、葵は、葵は、葵は、葵は、葵']
98,佳奈,1995,1990,佳奈の職業は,佳奈の職種は,佳奈は何の仕事をしていますか？佳奈は,['佳奈の職業は、「ホームレス」だった。\n\n「私は、ホームレスの人たちのために、ホームレスの人たちが、自分たちの人生を変えるために、何かをすることができるように、私ができ'],['佳奈の職種は、「ハロー！プロジェクト」のキャラクターを担当することになった。\n\n「ハロー！プロジェクト」は、アニメやゲームなどで人気のキャラクターを、ステージや'],['佳奈は何の仕事をしていますか？佳奈は何の仕事をしていますか？\n\n佳奈：私は、アメリカの大手企業の営業担当者です。\n\n佳奈：私は、アメリカの大手企業']
99,菜摘,1995,1990,菜摘の職業は,菜摘の職種は,菜摘は何の仕事をしていますか？菜摘は,['菜摘の職業は、「鍛冶屋」と「鍛冶屋の仲間」の2種類。鍛冶屋は、鍛冶屋の仲間は、鍛冶屋の仲間の仲間は'],['菜摘の職種は、「魚介類の養殖」「魚介類の養殖製品の製造」「魚介類の養殖製品の販売」「魚介'],['菜摘は何の仕事をしていますか？菜摘は何の仕事をしていますか？\n\n菜摘は何の仕事をしていますか？ 菜摘は何の仕事をしていますか？\n\n菜摘は']
100,真由,1996,1990,真由の職業は,真由の職種は,真由は何の仕事をしていますか？真由は,['真由の職業は、「魔法使い」。\n\n魔法使いの職業は、「魔法使い」。\n\n魔法使いの職業は、「魔法使い」。\n\n魔法使いの職業は、「�'],['真由の職種は、\n\n「ハイパー・ワン・ソフト」\n\n「ハイパー・ワン・ソフト」\n\n「ハイパー・ワン・ソフト」\n\n「ハイパー・ワン・ソフト'],['真由は何の仕事をしていますか？真由は何の仕事をしていますか？真由は何の仕事をしていますか？真由は何の仕事をしていますか？真由は何の仕事をしていますか？真由は何の仕事をしていますか？真由']
101,楓,1996,1990,楓の職業は,楓の職種は,楓は何の仕事をしていますか？楓は,['楓の職業は、「魔法使い」。\n\n「魔法使い」は、魔法を使うことで、周囲の世界を操ることができる。\n\n「魔法使い」は、魔法を使うことで、周囲'],['楓の職種は、「ハイパー・ハイジャック」と呼ばれる。\n\nハイパー・ハイジャックとは、「ハイパー・ハイジャック」とは、「ハイパー・ハイジャック」とは'],['楓は何の仕事をしていますか？楓は何の仕事をしていますか？楓は何の仕事をしていますか？楓は何の仕事をしていますか？楓は何の仕事をしていますか？楓は何の仕事をしていますか？楓']
102,奈々,1996,1990,奈々の職業は,奈々の職種は,奈々は何の仕事をしていますか？奈々は,['奈々の職業は、「ホームレス」だった。\n\n「私は、ホームレスの子どもたちと一緒に暮らしていました。私は、ホームレスの子どもたちと一緒に暮らしていました。'],['奈々の職種は、「ハイパー・ヒーロー」と呼ばれる。\n\n「ハイパー・ヒーロー」とは、「ハイパー」と「ヒーロー」の両方を持つ職業のこと。\n\n「'],['奈々は何の仕事をしていますか？奈々は何の仕事をしていますか？\n\n奈々 私は、ハーバード大学の学生です。\n\nハーバード大学の学生です。 私は、ハーバード大学の学生']
103,七海,1997,1990,七海の職業は,七海の職種は,七海は何の仕事をしていますか？七海は,['七海の職業は、海上保安官、海上保安官補、海上保安官、海上保安官補、海上保安官、海上保安官補、海上保安官、海上保安官�'],['七海の職種は、\n\n「海賊」「海賊船長」「海賊船員」「海賊船長」「海賊船員」「海賊船員」「海賊船員」「海'],['七海は何の仕事をしていますか？七海は何の仕事をしていますか？\n\n七海は何の仕事をしていますか？\n\n七海は何の仕事をしていますか？\n\n七海は何の仕事をしていますか']
104,優花,1997,1990,優花の職業は,優花の職種は,優花は何の仕事をしていますか？優花は,['優花の職業は、\n\n「花の職業」\n\nと呼ばれる。\n\n「花の職業」は、\n\n「花の職人」\n\nと呼ばれる。\n\n「花の職人」は、\n\n「花の職'],['優花の職種は、「花嫁」「花嫁のお姉さん」「花嫁のお姉さんのお姉さん」「花嫁のお姉さんのお姉さんのお姉さん」「花嫁のお姉さん'],['優花は何の仕事をしていますか？優花は何の仕事をしていますか？\n\n優花は、「おしゃれなおしゃれなおしゃれなおしゃれなおしゃれなおしゃれなおしゃれなおしゃれなお']
105,未来,1997,1990,未来の職業は,未来の職種は,未来は何の仕事をしていますか？未来は,['未来の職業は、人工知能（ＡＩ）やロボット工学、人工知能（ＡＩ）などの分野である。\n\n＜ＡＩＩＩＩＩＩＩＩＩＩＩＩＩＩ�'],['未来の職種は、人工知能やロボット工学、人工知能学、人工知能の研究開発、人工知能の開発、人工知能の研究開発、人工知能の研究開発、人工知能の研�'],['未来は何の仕事をしていますか？未来は何をしていますか？\n\nA:\n\n未来は何をしていますか？\n\n未来は何をしていますか？\n\n未来は何をしていますか？\n\n未来は何をしていますか？\n\n未']
106,彩乃,1998,1990,彩乃の職業は,彩乃の職種は,彩乃は何の仕事をしていますか？彩乃は,['彩乃の職業は、\n\n「魔法使い」\n\nとなっています。\n\n魔法使いとは、魔法を使う人のことを指します。\n\n魔法使いの職業は、\n\n「魔法使い」\n\nとな'],['彩乃の職種は、\n\n「おっぱい」\n\n「おっぱい」\n\n「おっぱい」\n\n「おっぱい」\n\n「おっぱい」\n\n「おっぱい」\n\n「おっぱい」\n\n「おっ�'],['彩乃は何の仕事をしていますか？彩乃は何の仕事をしていますか？彩乃は何の仕事をしていますか？彩乃は何の仕事をしていますか？彩乃は何の仕事をしていますか？彩乃は']
107,玲奈,1998,1990,玲奈の職業は,玲奈の職種は,玲奈は何の仕事をしていますか？玲奈は,['玲奈の職業は、「ボーイズラブ」。\n\n「ボーイズラブ」とは、男性が女性を好きになること。\n\n「ボーイズラブ」とは、男性が女性を好きになること。\n\n「ボー'],['玲奈の職種は、「お姉さん」。\n\n「お姉さん」は、「お兄さん」の代わりに、女性が男性に対して「お姉さん」と呼ぶもの。\n\n「お姉さん」は、男性が女性に対'],['玲奈は何の仕事をしていますか？玲奈は何の仕事をしていますか？\n\n玲奈：私は、アメリカのハリウッドで、映画やテレビの脚本を書いています。\n\n――それは、どんな作']
108,亜美,1999,1990,亜美の職業は,亜美の職種は,亜美は何の仕事をしていますか？亜美は,['亜美の職業は、\n\n「ハーレムの主人」\n\nということでした。\n\n「ハーレムの主人」とは、\n\n「ハーレムの主人」とは、\n\n「ハーレムの主人」とは、\n\n「ハー�'],['亜美の職種は、「ハイパー・ワン・ワン」と呼ばれる。\n\n「ハイパー・ワン・ワン」とは、「ハイパー・ワン」（高い）、「ワン・ワン」（高'],['亜美は何の仕事をしていますか？亜美は何の仕事をしていますか？\n\n亜美は、「亜美のお仕事」をしています。\n\n亜美のお仕事は、「亜美のお仕事」をしています']
109,菜々子,1999,1990,菜々子の職業は,菜々子の職種は,菜々子は何の仕事をしていますか？菜々子は,['菜々子の職業は、「魔法使い」。\n\n魔法使いの職業は、「魔法使い」。\n\n魔法使いの職業は、「魔法使い」。\n\n魔法使いの職業は'],['菜々子の職種は、「お客様のお気に入りのメニューを提供する」というもの。\n\n「お客様のお気に入りのメニューを提供する」というのは、「お客様のお気に入りのメ'],['菜々子は何の仕事をしていますか？菜々子は何の仕事をしていますか？菜々子は何の仕事をしていますか？菜々子は何の仕事をしていますか？菜々子は何の仕事']
110,さくら,2000,2000,さくらの職業は,さくらの職種は,さくらは何の仕事をしていますか？さくらは,['さくらの職業は、\n\n「魔法使い」\n\nと呼ばれる。\n\n魔法使いは、\n\n「魔法の力」\n\nを使って、\n\n「魔法の薬」\n\nを作り出す。\n\n魔法'],['さくらの職種は、\n\n「魔法使い」\n\n「魔法使い」\n\n「魔法使い」\n\n「魔法使い」\n\n「魔法使い」\n\n「魔法使い」\n\n「魔法使い」'],['さくらは何の仕事をしていますか？さくらは何の仕事をしていますか？さくらは何の仕事をしていますか？さくらは何の仕事をしていますか？さくらは何の仕事をしていますか？さくらは何の仕事を']
111,菜月,2000,2000,菜月の職業は,菜月の職種は,菜月は何の仕事をしていますか？菜月は,['菜月の職業は、\n\n「魔法使い」\n\nとなっています。\n\n魔法使いとは、魔法を使う人のことを指します。\n\n魔法使いの職業は、\n\n「魔法使い」\n\nとな'],['菜月の職種は、\n\n「ハイパー・ハイジャック・ハイパー・ハイジャック」\n\nという、\n\n「ハイパー・ハイジャック」\n\nの略称である。\n\n「ハイパー・�'],['菜月は何の仕事をしていますか？菜月は何の仕事をしていますか？\n\n菜月は、「ハッピーシュガーライフ」の原作者である菜田和子さんの代表作「ハッピーシ�']
112,美月,2000,2000,美月の職業は,美月の職種は,美月は何の仕事をしていますか？美月は,['美月の職業は、「魔法使い」。\n\n魔法使いの職業は、「魔法使い」と「魔法使いの妻」の2種類があります。\n\n魔法使いの職業は、「魔'],['美月の職種は、「ハローキティ」のキャラクターを使ったアニメやゲームのキャラクターを作成すること。\n\n「ハローキティ」は、アニメやゲームなどで使われるキャラクター'],['美月は何の仕事をしていますか？美月は何の仕事をしていますか？美月は何の仕事をしていますか？美月は何の仕事をしていますか？美月は何の仕事をしていますか？美月は何の仕事を']
113,結衣,2001,2000,結衣の職業は,結衣の職種は,結衣は何の仕事をしていますか？結衣は,['結衣の職業は、\n\n「魔法使い」\n\n「魔法使い」\n\n「魔法使い」\n\n「魔法使い」\n\n「魔法使い」\n\n「魔法使い」\n\n「魔法使い」'],['結衣の職種は、\n\n「おっぱいを揉んで、おっぱいを揉んで、おっぱいを揉んで、おっぱいを揉んで、おっぱいを揉んで、おっぱいを揉んで、'],['結衣は何の仕事をしていますか？結衣は何を食べていますか？\n\n結衣は、毎日、朝から晩まで、家事をしています。\n\n結衣は、毎日、朝から晩まで、家事をしています。']
114,琴音,2001,2000,琴音の職業は,琴音の職種は,琴音は何の仕事をしていますか？琴音は,['琴音の職業は、\n\n「鍵屋」\n\nと呼ばれる。\n\n鍵屋は、鍵を作る職人である。\n\n鍵屋は、鍵を作る職人である。 鍵屋は、�'],['琴音の職種は、\n\n「ピアノ」「ギター」「ドラム」「ベース」「ピアノ・ギター・ドラム」\n\nと、それぞれの職種に分かれており、それぞれの職�'],['琴音は何の仕事をしていますか？琴音は何の仕事をしていますか？\n\n「私は、音楽を作る仕事をしています。」\n\n「私は、音楽を作る仕事をしています。」\n\n「私は、音']
115,美羽,2002,2000,美羽の職業は,美羽の職種は,美羽は何の仕事をしていますか？美羽は,['美羽の職業は、\n\n「魔法使い」\n\nとなっています。\n\n魔法使いとは、魔法を使う人のことを指します。\n\n魔法使いの職業は、\n\n「魔法使い」\n\nとな'],['美羽の職種は、\n\n「魔法使い」\n\n「魔法使い」\n\n「魔法使い」\n\n「魔法使い」\n\n「魔法使い」\n\n「魔法使い」\n\n「魔法使い'],['美羽は何の仕事をしていますか？美羽は何の仕事をしていますか？美羽は何の仕事をしていますか？美羽は何の仕事をしていますか？美羽は何の仕事をしていますか？美羽は']
116,莉子,2002,2000,莉子の職業は,莉子の職種は,莉子は何の仕事をしていますか？莉子は,['莉子の職業は、\n\n「魔法使い」\n\nとなっています。\n\n魔法使いとは、魔法を使う人のことを指します。\n\n魔法使いの職業は、\n\n「魔法使い」\n\nとなっ'],['莉子の職種は、\n\n「お姉さん」「お兄さん」「お姉さん」「お兄さん」「お姉さん」「お姉さん」「お姉さん」「お姉さん」「お姉さん」「お姉さん」「お姉さん」「お'],['莉子は何の仕事をしていますか？莉子は何の仕事をしていますか？\n\nA:\n\n「何の仕事をしていますか？」は「何の仕事をしていますか？」と同じ意味です。\n「何の仕事をしていますか？」']
117,美優,2002,2000,美優の職業は,美優の職種は,美優は何の仕事をしていますか？美優は,['美優の職業は、「女優」だ。\n\n「私は、女優の仕事をしています。私は、女優の仕事をしています。私は、女優の仕事をしています。私は、女優の仕事をしています。私は、女'],['美優の職種は、「お笑い芸人」だった。\n\n「お笑い芸人」は、「お笑い」と「芸人」の両方を担う職業。お笑い芸人は、お笑いをすることで、芸'],['美優は何の仕事をしていますか？美優は何の仕事をしていますか？\n\n美優は、「美人コンテスト」の選考委員を務めています。\n\n美人コンテストは、美人コンテストの']
118,陽菜,2003,2000,陽菜の職業は,陽菜の職種は,陽菜は何の仕事をしていますか？陽菜は,['陽菜の職業は、\n\n「魚介類の養殖業」\n\n「魚介類の加工業」\n\n「魚介類の加工品の製造業」\n\n「魚介類の加工品の'],['陽菜の職種は、\n\n・魚介類の養殖業\n\n・魚介類の加工業\n\n・魚介類の加工業（魚介類の加工業以外の業種）\n\n・�'],['陽菜は何の仕事をしていますか？陽菜は何を食べていますか？\n\n陽菜は何の仕事をしていますか？陽菜は何を食べていますか？ 陽菜は何を食べていますか？ 陽']
119,凜,2003,2000,凜の職業は,凜の職種は,凜は何の仕事をしていますか？凜は,['凜の職業は、\n\n「魔法使い」\n\n「魔法使い」\n\n「魔法使い」\n\n「魔法使い」\n\n「魔法使い」\n\n「魔法使い」\n\n「魔法使い」\n\n'],['凜の職種は、「魔法使い」「魔法使いの妻」「魔法使いの妻の妹」「魔法使いの妻の妹の妹」「魔法使いの妻の妹の妹の妹」「'],['凜は何の仕事をしていますか？凜は何の仕事をしていますか？凜は何の仕事をしていますか？凜は何の仕事をしていますか？凜は何の仕事をしていますか？凜は何の仕事をしていますか？凜']
120,真央,2003,2000,真央の職業は,真央の職種は,真央は何の仕事をしていますか？真央は,['真央の職業は、\n\n「魔法使い」\n\nということでした。\n\n「魔法使い」とは、\n\n「魔法使い」\n\nという言葉が、\n\n「魔法使い」\n\nという言葉の元になった言'],['真央の職種は、「ハイパー・ハイテク・ハイパー・ハイテク」と呼ばれる。\n\n「ハイパー・ハイテク・ハイパー・ハイテク」とは、「ハイパー・�'],['真央は何の仕事をしていますか？真央は何の仕事をしていますか？\n\n真央は、「ハッピーシュガーライフ」のプロデューサーを務めています。\n\n真央は、「ハッピーシ�']
121,花音,2004,2000,花音の職業は,花音の職種は,花音は何の仕事をしていますか？花音は,['花音の職業は、\n\n「音楽家」\n\n「音楽家」\n\n「音楽家」\n\n「音楽家」\n\n「音楽家」\n\n「音楽家」\n\n「音楽家」\n\n「音楽'],['花音の職種は、\n\n「お客様のお気に入りの音楽をお聴きいただくために、\n\nお客様のお気に入りの音楽をお聴きいただくために、\n\nお客様の'],['花音は何の仕事をしていますか？花音は何の仕事をしていますか？花音は何の仕事をしていますか？花音は何の仕事をしていますか？花音は何の仕事をしていますか？花音は']
122,百花,2004,2000,百花の職業は,百花の職種は,百花は何の仕事をしていますか？百花は,['百花の職業は、\n\n「魔法使い」\n\n「魔法使い」\n\n「魔法使い」\n\n「魔法使い」\n\n「魔法使い」\n\n「魔法使い」\n\n「魔法使い」'],['百花の職種は、\n\n「花の職人」\n\n「花の職人」\n\n「花の職人」\n\n「花の職人」\n\n「花の職人」\n\n「花の職人」\n\n「花の職人'],['百花は何の仕事をしていますか？百花は何の仕事をしていますか？百花は何の仕事をしていますか？百花は何の仕事をしていますか？百花は何の仕事をしていますか？百花は']
123,優衣,2006,2000,優衣の職業は,優衣の職種は,優衣は何の仕事をしていますか？優衣は,['優衣の職業は、\n\n「魔法使い」\n\nとなっています。\n\n魔法使いの職業は、\n\n「魔法使い」\n\nとなっています。\n\n魔法使いの職業は、\n\n「魔法使'],['優衣の職種は、\n\n「お嬢様のお仕事」\n\nと呼ばれる。\n\n「お嬢様」とは、\n\n「お嬢様」とは、\n\n「お嬢様」とは、\n\n「お�'],['優衣は何の仕事をしていますか？優衣は何の仕事をしていますか？\n\n優衣は、「おしゃれな女子」をモチーフにしたファッション誌の編集者をしている。\n\n優衣は、「お']
124,優奈,2007,2000,優奈の職業は,優奈の職種は,優奈は何の仕事をしていますか？優奈は,['優奈の職業は、\n\n「ハイエナの餌食」\n\nと言われる。\n\n「ハイエナの餌食」とは、\n\n「ハイエナの餌」\n\nとは、\n\n「ハイエナの肉'],['優奈の職種は、\n\n「ハイエナの餌付け」\n\nと言われるほど、\n\n「ハイエナの餌付け」\n\nという職業に就くのだ。\n\n「ハイエナの餌付け'],['優奈は何の仕事をしていますか？優奈は何の仕事をしていますか？\n\n「私は、『ハッピーシュガーライフ』のプロデューサーをしています。私は、『ハッピーシュガーラ']
125,ひなた,2007,2000,ひなたの職業は,ひなたの職種は,ひなたは何の仕事をしていますか？ひなたは,['ひなたの職業は、\n\n「魔法使い」\n\nだった。\n\n「魔法使い」とは、\n\n「魔法使い」\n\nの略である。\n\n「魔法使い」\n\nは、\n\n「魔法使い」'],['ひなたの職種は、\n\n「魔法使い」\n\n「魔法使い」\n\n「魔法使い」\n\n「魔法使い」\n\n「魔法使い」\n\n「魔法使い」\n\n「魔法使い'],"[""ひなたは何の仕事をしていますか？ひなたは何の仕事をしていますか？\n\nI'm trying to understand the grammar of 何の仕事をしていますか？.\nI know that 何の is a nominalizer, and 仕事 is a noun.\nI also know that を""]"
126,心優,2008,2000,心優の職業は,心優の職種は,心優は何の仕事をしていますか？心優は,['心優の職業は、どんな職業なのか。\n\n「職業は、人生の中で一番大事なものです。人生の中で、一番大事なものは、自分の仕事です。仕事をしながら、自分の人生を�'],['心優の職種は、どんな職種にもある。\n\n「私は、『職場の人間関係』を大切にしています。『人間関係』とは、仕事の仕方や仕事の内容、仕事のやり方、�'],['心優は何の仕事をしていますか？心優は何の仕事をしていますか？心優は何の仕事をしていますか？心優は何の仕事をしていますか？心優は何の仕事をしていますか？心優は何の仕事を']
127,美桜,2008,2000,美桜の職業は,美桜の職種は,美桜は何の仕事をしていますか？美桜は,['美桜の職業は、\n\n「ハーレムの主人」\n\n「ハーレムの主人」\n\n「ハーレムの主人」\n\n「ハーレムの主人」\n\n「ハーレムの主人」\n\n「ハーレムの主'],['美桜の職種は、\n\n「ハロウィンの職人」\n\n「ハロウィンの職人」\n\n「ハロウィンの職人」\n\n「ハロウィンの職人」\n\n「ハロウィンの職人'],['美桜は何の仕事をしていますか？美桜は何を食べていますか？美桜は何を買いますか？美桜は何を買いますか？美桜は何を買いますか？美桜は何を買いますか？']
128,結菜,2008,2000,結菜の職業は,結菜の職種は,結菜は何の仕事をしていますか？結菜は,['結菜の職業は、「料理人」と「菜園」の2つ。料理人は、料理の仕方を学ぶために、菜園の人に働きかけ、菜園の人は、料理人に菜'],['結菜の職種は、「料理人」「料理士」「料理士免許」「料理士免許試験」「料理士免許試験合格者」の5種類。\n\n'],['結菜は何の仕事をしていますか？結菜は何の仕事をしていますか？\n\n結菜は、「ハッピーシュガーライフ」の主人公である女性のために、食事を作る仕事をし']
129,結愛,2009,2000,結愛の職業は,結愛の職種は,結愛は何の仕事をしていますか？結愛は,['結愛の職業は、どんな職業にもある。\n\n「私は、『愛の職業』をやっているんです。私は、愛を学ぶために、愛を教えるために、愛を育てるために、愛を育てるために'],['結愛の職種は、どんな職業にもある。\n\n「私は、『ハーレム』のような職業を目指しています。\n\n私は、『ハーレム』のような職業を目指しています。\n\n私は、『ハーレ'],['結愛は何の仕事をしていますか？結愛は何の仕事をしていますか？\n\n結愛は、「ハロー！プロジェクト」のメンバーで、「ハロー！プロジェクト」のメンバーで、「�']
130,杏,2011,2010,杏の職業は,杏の職種は,杏は何の仕事をしていますか？杏は,['杏の職業は、\n\n「魔法使い」\n\n「魔法使い」\n\n「魔法使い」\n\n「魔法使い」\n\n「魔法使い」\n\n「魔法使い」\n\n「魔法使い」\n\n'],['杏の職種は、「ハンドスピナー」と呼ばれる。\n\n「ハンドスピナー」は、ハンドスピナーとは異なり、ハンドスピナーのように、人間の手のひらに'],['杏は何の仕事をしていますか？杏は何を食べていますか？杏は何を買いますか？杏は何を買いますか？杏は何を買いますか？杏は何を買いますか？杏は何を買いますか？�']
131,心愛,2011,2010,心愛の職業は,心愛の職種は,心愛は何の仕事をしていますか？心愛は,['心愛の職業は、\n\n「ハッピーエンド」を求める人々のために、\n\n「ハッピーエンド」を求める人々のために、\n\n「ハッピーエンド」を求める人々のために'],['心愛の職種は、\n\n「ハッピーな人」\n\n「ハッピーな人」\n\n「ハッピーな人」\n\n「ハッピーな人」\n\n「ハッピーな人」\n\n「ハッピーな'],['心愛は何の仕事をしていますか？心愛は何を愛していますか？心愛は何を愛していますか？心愛は何を愛していますか？心愛は何を愛していますか？心愛は何を愛していますか？心愛は何を']
132,愛菜,2011,2010,愛菜の職業は,愛菜の職種は,愛菜は何の仕事をしていますか？愛菜は,['愛菜の職業は、\n\n「お菓子屋さん」\n\nだった。\n\n「お菓子屋さん」は、\n\n「お菓子屋さん」\n\nのように、\n\n「お菓子屋さん」\n\nのように、\n\n'],['愛菜の職種は、\n\n「お菓子の職人」\n\n「お菓子の職人」\n\n「お菓子の職人」\n\n「お菓子の職人」\n\n「お菓子の職人」\n\n「'],['愛菜は何の仕事をしていますか？愛菜は何の仕事をしていますか？\n\nA:\n\n「愛菜は何の仕事をしていますか？」\n\n「何の仕事をしていますか？」は、「何の仕事をしている']
133,心春,2012,2010,心春の職業は,心春の職種は,心春は何の仕事をしていますか？心春は,['心春の職業は、\n\n「魔法使い」\n\n「魔法使い」\n\n「魔法使い」\n\n「魔法使い」\n\n「魔法使い」\n\n「魔法使い」\n\n「魔法使い」\n'],['心春の職種は、\n\n「おっぱいを揉みながら、おっぱいを揉みながら、おっぱいを揉みながら、おっぱいを揉みながら、おっぱいを揉みながら、おっ'],['心春は何の仕事をしていますか？心春は何の仕事をしていますか？心春は何の仕事をしていますか？心春は何の仕事をしていますか？心春は何の仕事をしていますか？心春は何の仕事を']
134,芽依,2012,2010,芽依の職業は,芽依の職種は,芽依は何の仕事をしていますか？芽依は,['芽依の職業は、「魚介類の加工」となっています。\n\n魚介類の加工は、魚介類の加工を行う事業所の中で、最も多い職業でした。\n\n魚介類'],['芽依の職種は、\n\n「ハンドユニットの製造、修理、保守、修理のための製品の調達、販売、修理、保守、修理のための製品の調達、�'],['芽依は何の仕事をしていますか？芽依は何の仕事をしていますか？芽依は何の仕事をしていますか？芽依は何の仕事をしていますか？芽依は何の仕事をしていますか？芽依は']
135,凛,2013,2010,凛の職業は,凛の職種は,凛は何の仕事をしていますか？凛は,['凛の職業は、\n\n「魔法使い」\n\n「魔法使い」\n\n「魔法使い」\n\n「魔法使い」\n\n「魔法使い」\n\n「魔法使い」\n\n「魔法使い」\n\n'],['凛の職種は、「魔法使い」「魔法使いの妻」「魔法使いの妻の妹」「魔法使いの妻の妹の妹」「魔法使いの妻の妹の妹の妹」「'],['凛は何の仕事をしていますか？凛は何の仕事をしていますか？凛は何の仕事をしていますか？凛は何の仕事をしていますか？凛は何の仕事をしていますか？凛は何の仕事をしていますか？凛']
136,美結,2013,2010,美結の職業は,美結の職種は,美結は何の仕事をしていますか？美結は,['美結の職業は、「魔法使い」。\n\n魔法使いの職業は、「魔法使い」。\n\n魔法使いの職業は、「魔法使い」。\n\n魔法使いの職業は、「'],['美結の職種は、\n\n「ハイパー・ハイテク・ハイパー・ハイテク」\n\nということで、\n\n「ハイパー・ハイテク・ハイパー・ハイテク・ハイパー・ハイ'],['美結は何の仕事をしていますか？美結は何の仕事をしていますか？美結は何の仕事をしていますか？美結は何の仕事をしていますか？美結は何の仕事をしていますか？美結は']
137,愛莉,2014,2010,愛莉の職業は,愛莉の職種は,愛莉は何の仕事をしていますか？愛莉は,['愛莉の職業は、\n\n「魔法使い」\n\nとなっています。\n\n魔法使いとは、魔法を使う人のことを言います。\n\n魔法使いの職業は、\n\n「魔法使い」\n\nと'],['愛莉の職種は、\n\n「ハイエナの餌食」\n\nと呼ばれる。\n\nハイエナは、\n\n「ハイエナの餌食」\n\nと呼ばれる。\n\nハイエナは、\n\n「'],['愛莉は何の仕事をしていますか？愛莉は何の仕事をしていますか？\n\nA:\n\n「愛莉は何の仕事をしていますか？」\n\n「何の仕事をしていますか？」は、「何の仕事をしているか」の']
138,桜,2014,2010,桜の職業は,桜の職種は,桜は何の仕事をしていますか？桜は,['桜の職業は、\n\n「ハロウィンの職業」\n\n「ハロウィンの職業」\n\n「ハロウィンの職業」\n\n「ハロウィンの職業」\n\n「ハロウィンの職業」\n\n'],['桜の職種は、\n\n・花火の投下\n\n・花火の打ち上げ\n\n・花火の打ち上げの監督\n\n・花火の打ち上げの監督の監督\n\n・花�'],['桜は何の仕事をしていますか？桜は何を食べますか？\n\n桜は何を食べますか？\n\n桜は何を食べますか？\n\n桜は何を食べますか？\n\n桜は何を食べますか？\n\n桜']
139,花,2015,2010,花の職業は,花の職種は,花は何の仕事をしていますか？花は,['花の職業は、\n\n「花屋さん」\n\nだ。\n\n「花屋さん」は、\n\n「花」\n\nと\n\n「屋」\n\nの\n\n「さん」\n\nだ。\n\n「花屋さん」は、\n\n「花」\n\nと\n'],['花の職種は、「花屋さん」「花屋さんのお姉さん」「花屋さんのお兄さん」「花屋さんのお父さん」「花屋さんのお母さん」「花屋さんのお姉さんのお兄さん'],['花は何の仕事をしていますか？花は何の仕事をしていますか？\n\nA:\n\n「花は何の仕事をしていますか？」\n\n「花」は、「花」という名前の人物を指しているので、「花」は、「花」']
