,men_names,name_year,name_decade,job_is,job_type,job?,job_is_GEN,job_type_GEN,job?_GEN
95,優斗,2000,2000,優斗の職業は,優斗の職種は,優斗は何の仕事をしていますか？優斗は,['優斗の職業は、魔法使いである。\n\n魔法使いの職業は、魔法使いの職業である。\n\n魔法使いの職業は、魔法使いの職業である。\n\n魔法使'],['優斗の職種は、「魔法使い」。\n\n魔法使いの職種は、「魔法使い」と「魔法使いの妹」の2種類。\n\n魔法使いの職種は、「�'],['優斗は何の仕事をしていますか？優斗は何の仕事をしていますか？\n\nA:\n\n「優斗は何の仕事をしていますか？」\n\n「何の」は「何のもの」の形で、「何のもの」は「何の」']
96,優太,2001,2000,優太の職業は,優太の職種は,優太は何の仕事をしていますか？優太は,['優太の職業は、\n\n「魔法使い」\n\nとなっています。\n\n魔法使いの職業は、\n\n「魔法使い」\n\nとなっています。\n\n魔法使いの職業は、\n\n「魔法使'],['優太の職種は、「おばあちゃん」だった。\n\n「おばあちゃん」は、「おばあちゃん」の略である。\n\n「おばあちゃん」は、「おばあちゃん」の略である。\n\n「おばあ'],['優太は何の仕事をしていますか？優太は何の仕事をしていますか？\n\nA:\n\n「優太は何の仕事をしていますか？」\n\n「何の仕事をしていますか？」は、「何の仕事をしているか？」']
97,颯太,2002,2000,颯太の職業は,颯太の職種は,颯太は何の仕事をしていますか？颯太は,['颯太の職業は、\n\n「魔法使い」\n\n「魔法使い」\n\n「魔法使い」\n\n「魔法使い」\n\n「魔法使い」\n\n「魔法使い」\n\n「魔法使い」'],['颯太の職種は、「ハイパー・ワーカー」と呼ばれる。\n\n「ハイパー・ワーカー」とは、「ハイパー」と「ワーカー」の両方を意味する。\n\n「ハイ'],['颯太は何の仕事をしていますか？颯太は何の仕事をしていますか？颯太は何の仕事をしていますか？颯太は何の仕事をしていますか？颯太は何の仕事をしていますか？颯太は']
98,大翔,2003,2000,大翔の職業は,大翔の職種は,大翔は何の仕事をしていますか？大翔は,['大翔の職業は、「魔法使い」だった。\n\n「魔法使い」とは、魔法を使う人のことだ。\n\n魔法使いは、魔法を使うことで、周囲の人々を魔法の'],['大翔の職種は、「ハンター」と「ボス」だ。\n\n「ハンター」は、狩猟のために、狩猟兵器を使って、狩猟のために動物を捕獲する。「ボ'],['大翔は何の仕事をしていますか？大翔は何の仕事をしていますか？大翔は何の仕事をしていますか？大翔は何の仕事をしていますか？大翔は何の仕事をしていますか？大翔は']
99,太陽,2003,2000,太陽の職業は,太陽の職種は,太陽は何の仕事をしていますか？太陽は,['太陽の職業は、\n\n「太陽の職業」\n\n「太陽の職業」\n\n「太陽の職業」\n\n「太陽の職業」\n\n「太陽の職業」\n\n「太陽の職'],['太陽の職種は、\n\n「太陽の職種」\n\n「太陽の職種」\n\n「太陽の職種」\n\n「太陽の職種」\n\n「太陽の職種」\n\n「�'],"[""太陽は何の仕事をしていますか？太陽は太陽です。\n\nEnglish: \nI'm not sure if you can see it, but there's a little bit of a shadow on the sun.\nIt's a little bit of a shadow on the sun.\nIt's a little bit of a shadow on the sun""]"
100,悠斗,2003,2000,悠斗の職業は,悠斗の職種は,悠斗は何の仕事をしていますか？悠斗は,['悠斗の職業は、\n\n「魔法使い」\n\n「魔法使い」\n\n「魔法使い」\n\n「魔法使い」\n\n「魔法使い」\n\n「魔法使い」\n\n「魔法使い」'],['悠斗の職種は、\n\n「魔法使い」「魔法使いの妻」「魔法使いの娘」「魔法使いの息子」\n\n「魔法使いの妻」「魔法使いの息子」「'],['悠斗は何の仕事をしていますか？悠斗は何の仕事をしていますか？\n\n悠斗は何の仕事をしていますか？悠斗は何の仕事をしていますか？\n\n悠斗は何の仕事をしていますか？�']
101,颯,2004,2000,颯の職業は,颯の職種は,颯は何の仕事をしていますか？颯は,['颯の職業は、\n\n一\n\n\u3000建設業\n\n二\n\n\u3000建設工事の施工の事業\n\n三\n\n\u3000建設工事の施工に従事する者のうち、建設業法\n（昭和二十四年法律第百号'],['颯の職種は、\n\n・銀行員\n\n・商社員\n\n・公務員\n\n・学生\n\n・専門学校生\n\n・専門学校卒業後\n\n・専門学校生\n\n・専'],['颯は何の仕事をしていますか？颯は何の仕事をしていますか？颯は何の仕事をしていますか？颯は何の仕事をしていますか？颯は何の仕事をしていますか？颯は何の仕事をしていますか？颯']
102,輝,2005,2000,輝の職業は,輝の職種は,輝は何の仕事をしていますか？輝は,['輝の職業は、「魔法使い」。\n\n魔法使いの職業は、「魔法使い」。\n\n魔法使いの職業は、「魔法使い」。\n\n魔法使いの職業は、「�'],['輝の職種は、「ハイパー・ハイテク・ハイパー・ハイテク」と呼ばれています。\n\nハイパー・ハイテク・ハイパー・ハイテク\n\nハイパー・ハイテク・'],['輝は何の仕事をしていますか？輝は何の仕事をしていますか？\n\nA:\n\n「輝{かがや}は何の仕事をしていますか？」\n\n「何の仕事をしていますか？」は、「何の仕事をしているか」という意']
103,大和,2005,2000,大和の職業は,大和の職種は,大和は何の仕事をしていますか？大和は,['大和の職業は、\n\n「大和の職業」\n\n「大和の職業」\n\n「大和の職業」\n\n「大和の職業」\n\n「大和の職業」\n\n「大和の職業」\n\n「大和の職業」\n\n'],['大和の職種は、「大和の職種」と呼ばれる。\n\n大和の職種は、大和の国の国民を代表する職業である。\n\n大和の国の国民は、大和の国の国民である。\n\n大和の国'],['大和は何の仕事をしていますか？大和は何の仕事をしていますか？大和は何の仕事をしていますか？大和は何の仕事をしていますか？大和は何の仕事をしていますか？大和は何の仕事をしていますか？大和']
104,空,2006,2000,空の職業は,空の職種は,空は何の仕事をしていますか？空は,['空の職業は、\n\n「ハンドバッグの販売員」\n\n「ハンドバッグの販売員」\n\n「ハンドバッグの販売員」\n\n「ハンドバッグの販売員」\n'],['空の職種は、「ホームレス」「ホームレスの子ども」「ホームレスの親」「ホームレスの親の子ども」「ホームレスの親の子どもの子ども」「ホームレス'],['空は何の仕事をしていますか？空は何を食べていますか？空は何を見ていますか？空は何を好きですか？空は何を好きですか？空は何を好きですか？空は何を好きですか？空は何を好きですか？空は何を好']
105,陽向,2008,2000,陽向の職業は,陽向の職種は,陽向は何の仕事をしていますか？陽向は,['陽向の職業は、軍隊や警察、公務員などの職業である。\n\nこのように、人間の生活において、日常的に光を当てることができるものは、光を当てることができるもののほんの一部で'],['陽向の職種は、\n\n・エンジニア\n\n・技術者\n\n・デザイナー\n\n・プログラマー\n\n・データサイエンティスト\n\n・コンサルタント\n\n・コンサルタント\n\n・コン'],['陽向は何の仕事をしていますか？陽向は何の仕事をしていますか？\n\n陽向：私は、大学院を卒業してから、大学の研究室で、研究者として働いています。\n\n――研究室']
106,悠人,2008,2000,悠人の職業は,悠人の職種は,悠人は何の仕事をしていますか？悠人は,['悠人の職業は、\n\n「魔法使い」\n\n「魔法使い」\n\n「魔法使い」\n\n「魔法使い」\n\n「魔法使い」\n\n「魔法使い」\n\n「魔法使い」\n'],['悠人の職種は、\n\n「魔法使い」「魔法使いの妻」「魔法使いの娘」「魔法使いの息子」\n\n「魔法使いの息子の妻」「魔法使いの息子'],['悠人は何の仕事をしていますか？悠人は何の仕事をしていますか？\n\nA:\n\n「悠人」は「悠久」の連体形です。\n「悠久」は「悠久の時間」の連体形です。\n']
107,悠太,2008,2000,悠太の職業は,悠太の職種は,悠太は何の仕事をしていますか？悠太は,['悠太の職業は、\n\n「魔法使い」\n\n「魔法使い」\n\n「魔法使い」\n\n「魔法使い」\n\n「魔法使い」\n\n「魔法使い」\n\n「魔法使い」'],['悠太の職種は、\n\n「ハイパー・ハイテク・ハイパー・ハイテク」\n\nということで、\n\n「ハイパー・ハイテク・ハイパー・ハイテク」\n\nという職種を持'],['悠太は何の仕事をしていますか？悠太は何の仕事をしていますか？\n\n悠太は何の仕事をしていますか？\n\n悠太は何の仕事をしていますか？\n\n悠太は何の仕事をしていますか']
108,瑛太,2009,2000,瑛太の職業は,瑛太の職種は,瑛太は何の仕事をしていますか？瑛太は,['瑛太の職業は、魔法使いである。\n\n「魔法使い」とは、魔法を使う人のことである。\n\n「魔法使い」とは、魔法を使う人のことである。\n\n「魔法使'],['瑛太の職種は、\n\n「魔法使い」\n\n「魔法使い」\n\n「魔法使い」\n\n「魔法使い」\n\n「魔法使い」\n\n「魔法使い」\n\n「魔法使'],['瑛太は何の仕事をしていますか？瑛太は何の仕事をしていますか？\n\n瑛太は、ハンバーガーの店を経営しています。\n\n瑛太は、ハンバーガーの店']
109,悠真,2009,2000,悠真の職業は,悠真の職種は,悠真は何の仕事をしていますか？悠真は,['悠真の職業は、\n\n「魔法使い」\n\nだったのだ。\n\n「魔法使い」とは、\n\n「魔法使い」\n\nの略である。\n\n「魔法使い」\n\nは、\n\n「魔法使い'],['悠真の職種は、\n\n「ハッピーな人」\n\n「ハッピーな人」\n\n「ハッピーな人」\n\n「ハッピーな人」\n\n「ハッピーな人」\n\n「ハッピーな'],['悠真は何の仕事をしていますか？悠真は何の仕事をしていますか？悠真は何の仕事をしていますか？悠真は何の仕事をしていますか？悠真は何の仕事をしていますか？悠真は何の仕事を']
110,陽斗,2009,2000,陽斗の職業は,陽斗の職種は,陽斗は何の仕事をしていますか？陽斗は,['陽斗の職業は、\n\n「魔法使い」\n\n「魔法使い」\n\n「魔法使い」\n\n「魔法使い」\n\n「魔法使い」\n\n「魔法使い」\n\n「魔法使い」'],['陽斗の職種は、\n\n「魔法使い」\n\n「魔法使い」\n\n「魔法使い」\n\n「魔法使い」\n\n「魔法使い」\n\n「魔法使い」\n\n「魔法使い'],['陽斗は何の仕事をしていますか？陽斗は何の仕事をしていますか？\n\n「陽斗は、昼間は、昼間は、昼間は、昼間は、昼間は、昼間は、昼間は、昼間は、�']
111,颯真,2009,2000,颯真の職業は,颯真の職種は,颯真は何の仕事をしていますか？颯真は,['颯真の職業は、\n\n「魔法使い」\n\nだったのだ。\n\n「魔法使い」とは、\n\n「魔法使い」\n\nの略である。\n\n「魔法使い」\n\nは、\n\n「魔法使い'],['颯真の職種は、\n\n「ハイパー・ワールド・ワイド・ワイド・ワイド・ワイド・ワイド・ワイド・ワイド・ワイド・ワイド・ワイド・ワイド・�'],['颯真は何の仕事をしていますか？颯真は何の仕事をしていますか？颯真は何の仕事をしていますか？颯真は何の仕事をしていますか？颯真は何の仕事をしていますか？颯真は何の仕事を']
112,歩夢,2010,2010,歩夢の職業は,歩夢の職種は,歩夢は何の仕事をしていますか？歩夢は,['歩夢の職業は、\n\n「魔法使い」\n\n「魔法使い」\n\n「魔法使い」\n\n「魔法使い」\n\n「魔法使い」\n\n「魔法使い」\n\n「魔法使い」'],['歩夢の職種は、\n\n「ハイパー・ハイテク・ハイパー・ハイテク」\n\nというものだ。\n\n「ハイパー・ハイテク・ハイパー・ハイテク」\n\nという職種は、'],['歩夢は何の仕事をしていますか？歩夢は何の仕事をしていますか？歩夢は何の仕事をしていますか？歩夢は何の仕事をしていますか？歩夢は何の仕事をしていますか？歩夢は']
113,蒼空,2010,2010,蒼空の職業は,蒼空の職種は,蒼空は何の仕事をしていますか？蒼空は,['蒼空の職業は、\n\n「魔法使い」\n\n「魔法使い」\n\n「魔法使い」\n\n「魔法使い」\n\n「魔法使い」\n\n「魔法使い」\n\n「魔法使い」'],['蒼空の職種は、\n\n「空の職業」と呼ばれる。\n\n空の職業とは、\n\n「空の職業」と呼ばれる。\n\n空の職業とは、\n\n「空の職業」と呼ばれる。\n'],['蒼空は何の仕事をしていますか？蒼空は何の仕事をしていますか？\n\n蒼空は、「蒼空は何の仕事をしていますか？」という質問に対して、「蒼空は、『蒼空は何の仕']
114,大雅,2010,2010,大雅の職業は,大雅の職種は,大雅は何の仕事をしていますか？大雅は,['大雅の職業は、\n\n「魔法使い」\n\nということである。\n\n魔法使いとは、\n\n「魔法使い」\n\nという職業の人々のことである。\n\n魔法使いとは、\n\n「魔法'],['大雅の職種は、「おしゃれなお姉さん」「おしゃれなお兄さん」「おしゃれなお姉さん」「おしゃれなお兄さん」「おしゃれなお姉さん」「おしゃれなお兄さん」「おしゃ'],['大雅は何の仕事をしていますか？大雅は何の仕事をしていますか？大雅は何の仕事をしていますか？大雅は何の仕事をしていますか？大雅は何の仕事をしていますか？大雅は何の仕事を']
115,樹,2011,2010,樹の職業は,樹の職種は,樹は何の仕事をしていますか？樹は,['樹の職業は、\n\n「魔法使い」\n\nとなっています。\n\n魔法使いの職業は、\n\n「魔法使い」\n\nとなっています。\n\n魔法使いの職業は、\n\n「魔法使い」'],['樹の職種は、\n\n「ハイキング」「ハイキング・ボランティア」「ハイキング・ボランティア・アシスタント」「ハイキング・ボランティア・アシスタント・ア'],['樹は何の仕事をしていますか？樹は何の仕事をしていますか？\n\nA:\n\n「樹は何の仕事をしていますか？」\n\n「樹」は、「樹木」の意味です。\n「樹」は、「樹木」']
116,陽翔,2011,2010,陽翔の職業は,陽翔の職種は,陽翔は何の仕事をしていますか？陽翔は,['陽翔の職業は、「魔法使い」だった。\n\n魔法使いの職業は、「魔法使い」だった。\n\n魔法使いの職業は、「魔法使い」だった。\n\n魔法使い'],['陽翔の職種は、「ハイパー・ハイジャック」と呼ばれる。\n\nハイパー・ハイジャックとは、「ハイパー・ハイジャック」とは、「ハイパー・ハイジャック'],['陽翔は何の仕事をしていますか？陽翔は何の仕事をしていますか？\n\n陽翔 私は、ハーバード大学の学生です。\n\nハーバード大学の学生です。 ハーバード大学の学生']
117,陸斗,2011,2010,陸斗の職業は,陸斗の職種は,陸斗は何の仕事をしていますか？陸斗は,['陸斗の職業は、魔法使いである。\n\n魔法使いの職業は、魔法使いの職業である。\n\n魔法使いの職業は、魔法使いの職業である。\n\n魔法使'],['陸斗の職種は、\n\n「魔法使い」\n\n「魔法使い」\n\n「魔法使い」\n\n「魔法使い」\n\n「魔法使い」\n\n「魔法使い」\n\n「魔法使い'],['陸斗は何の仕事をしていますか？陸斗は何の仕事をしていますか？\n\n「陸斗は、ハンバーガーの作り方を学ぶために、ハンバーガーの作り方を学ぶために、ハン�']
118,太一,2011,2010,太一の職業は,太一の職種は,太一は何の仕事をしていますか？太一は,['太一の職業は、\n\n「魔法使い」\n\nということである。\n\n魔法使いとは、\n\n「魔法使い」\n\nという職業の人々のことである。\n\n魔法使いとは、\n\n「魔法'],['太一の職種は、「ハイパー・ワン・ゲーム」と呼ばれる。\n\n「ハイパー・ワン・ゲーム」とは、「ハイパー・ワン」と「ゲーム」の両方を意味'],['太一は何の仕事をしていますか？太一は何の仕事をしていますか？太一は何の仕事をしていますか？太一は何の仕事をしていますか？太一は何の仕事をしていますか？太一は何の仕事を']
119,海翔,2011,2010,海翔の職業は,海翔の職種は,海翔は何の仕事をしていますか？海翔は,['海翔の職業は、「海軍の航空兵」だった。\n\n海軍の航空兵は、海軍の航空機を飛ばすことを任務としていた。\n\n海軍の航空兵は、海�'],['海翔の職種は、「海軍の航空兵」だった。\n\n海軍の航空兵は、海軍の航空機を飛ばすことを任務としていた。\n\n海軍の航空兵は、海'],['海翔は何の仕事をしていますか？海翔は何の仕事をしていますか？海翔は何の仕事をしていますか？海翔は何の仕事をしていますか？海翔は何の仕事をしていますか？']
120,湊,2012,2010,湊の職業は,湊の職種は,湊は何の仕事をしていますか？湊は,['湊の職業は、「鉄道関係」である。\n\n「鉄道関係」とは、鉄道の運行を管理する職業である。\n\n「鉄道関係」とは、鉄道の運行を管理する�'],['湊の職種は、「ハンドメイド」「ハンドメイド・アーティスト」「ハンドメイド・アーティスト・デザイナー」「ハンドメイド・アーティスト・デザイナー・ディ'],['湊は何の仕事をしていますか？湊は何の仕事をしていますか？\n\n湊は、「ハッカー」と呼ばれる人々のことを指します。\n\n湊は、「ハッカー」と呼ばれる人々']
121,龍生,2012,2010,龍生の職業は,龍生の職種は,龍生は何の仕事をしていますか？龍生は,['龍生の職業は、龍生の職業の種類によって異なります。\n\n龍生の職業の種類 種類 種類 種類 種類 種類 種類 種�'],['龍生の職種は、\n\n「龍生の職種」\n\n「龍生の職種」\n\n「龍生の職種」\n\n「龍生の職種」\n\n「龍生の職種」\n\n「�'],['龍生は何の仕事をしていますか？龍生は何の仕事をしていますか？龍生は何の仕事をしていますか？龍生は何の仕事をしていますか？龍生は何の仕事をしていますか？龍生は']
122,陽太,2014,2010,陽太の職業は,陽太の職種は,陽太は何の仕事をしていますか？陽太は,['陽太の職業は、\n\n「魔法使い」\n\n「魔法使い」\n\n「魔法使い」\n\n「魔法使い」\n\n「魔法使い」\n\n「魔法使い」\n\n「魔法使い」'],['陽太の職種は、\n\n「太陽の光を使って、太陽の光を使って、太陽の光を使って、太陽の光を使って、太陽の光を使って、太陽の光を使って、'],['陽太は何の仕事をしていますか？陽太は何の仕事をしていますか？\n\n「陽太は、ハロー！プロジェクトのプロデューサー兼ディレクターを務めています。」\n\n「陽太は']
123,朝陽,2014,2010,朝陽の職業は,朝陽の職種は,朝陽は何の仕事をしていますか？朝陽は,['朝陽の職業は、\n\n「夜の職業」\n\n「夜の職業」\n\n「夜の職業」\n\n「夜の職業」\n\n「夜の職業」\n\n「夜の職業」\n\n「夜の職業」'],['朝陽の職種は、\n\n「夜の職種」「昼の職種」「夜の職種」「昼の職種」「夜の職種」「昼の職種」「夜の職種」「昼の'],['朝陽は何の仕事をしていますか？朝陽は何の仕事をしていますか？朝陽は何の仕事をしていますか？朝陽は何の仕事をしていますか？朝陽は何の仕事をしていますか？朝陽は']
124,悠,2016,2010,悠の職業は,悠の職種は,悠は何の仕事をしていますか？悠は,['悠の職業は、\n\n「魔法使い」\n\n「魔法使い」\n\n「魔法使い」\n\n「魔法使い」\n\n「魔法使い」\n\n「魔法使い」\n\n「魔法使い」\n\n'],['悠の職種は、\n\n「ハイパー・ハイテク・ハイパー・ハイテク」\n\n「ハイパー・ハイテク・ハイパー・ハイテク」\n\n「ハイパー・ハイテク・ハ'],['悠は何の仕事をしていますか？悠は何の仕事をしていますか？\n\n悠は何の仕事をしていますか？悠は何の仕事をしていますか？\n\n悠は何の仕事をしていますか？悠は何の仕事をしています']
125,新,2016,2010,新の職業は,新の職種は,新は何の仕事をしていますか？新は,['新の職業は、「ハイパーインフレの時代に、新しい仕事を見つけることは、とても難しい」と語った。\n\n「新しい仕事を見つけるためには、学校を卒業し、大学を卒業し、就'],['新の職種は、「ハッカー」「コンピュータープログラマー」「プログラマー」「データサイエンティスト」「データサイエンティスト」「データサイエンティスト」「データサイ'],['新は何の仕事をしていますか？新は何の仕事をしていますか？新は何の仕事をしていますか？新は何の仕事をしていますか？新は何の仕事をしていますか？新は何の仕事をしていますか？新は何の仕事を']
126,蒼,2017,2010,蒼の職業は,蒼の職種は,蒼は何の仕事をしていますか？蒼は,['蒼の職業は、\n\n「魔法使い」\n\nだ。\n\n「魔法使い」とは、\n\n「魔法使い」\n\nの略である。\n\n「魔法使い」とは、\n\n「魔法使い」\n\nの'],['蒼の職種は、\n\n「魔法使い」\n\n「魔法使い」\n\n「魔法使い」\n\n「魔法使い」\n\n「魔法使い」\n\n「魔法使い」\n\n「魔法使い」'],['蒼は何の仕事をしていますか？蒼は何を食べていますか？蒼は何を買いますか？蒼は何を買いますか？蒼は何を買いますか？蒼は何を買いますか？蒼は何を']
127,陽大,2017,2010,陽大の職業は,陽大の職種は,陽大は何の仕事をしていますか？陽大は,['陽大の職業は、\n\n「大学教授」「大学院修士課程修了者」「大学院博士課程修了者」「大学院博士後期課程修了者」「大学院博士'],['陽大の職種は、「大学院修了」「大学院卒業」「大学院卒業後」「大学院卒業後に就職」「大学院卒業後に就職し、現在の職種」の5つ。\n'],['陽大は何の仕事をしていますか？陽大は何の仕事をしていますか？\n\n陽大は、大学院を卒業後、東京大学の大学院生として、研究室に所属しています。\n\n大学院生の']
128,律,2019,2010,律の職業は,律の職種は,律は何の仕事をしていますか？律は,['律の職業は、学校教育法（昭和二十二年法律第二十六号）第九十九条の二十二第一項\nに規定する職業とする。\n\n\n\n（教育職員免許法\nの特例）'],['律の職種は、次のとおりとする。\n一\n\n\u3000公務員の職業能力開発促進法\n（昭和二十六年法律第百九十一号）第二条第一項\nに規定する職業能力開'],"['律は何の仕事をしていますか？律は何をしていますか？\n\nA:\n\n律 is a noun, and 律 is a verb.\n\n律 is a noun meaning ""law"" or ""rule"".\n\n律 is a verb meaning ""to rule"" or ""to govern"".\n\nThe 律']"
129,凪,2022,2020,凪の職業は,凪の職種は,凪は何の仕事をしていますか？凪は,['凪の職業は、「魔法使い」。\n\n魔法使いの職業は、「魔法使い」。\n\n魔法使いの職業は、「魔法使い」。\n\n魔法使いの職業は、「�'],['凪の職種は、「ハイパー・ハイジャック」と呼ばれる。\n\nハイパー・ハイジャックとは、「ハイパー・ハイジャック」とは、「ハイパー・ハイジャック」とは'],['凪は何の仕事をしていますか？凪は何の仕事をしていますか？\n\n凪 私は、ハーバード大学の学生です。\n\nハーバード大学の学生です。 ハーバード大学の学生です。 ハーバード大']
130,碧,2022,2020,碧の職業は,碧の職種は,碧は何の仕事をしていますか？碧は,['碧の職業は、\n\n「魔法使い」\n\n「魔法使い」\n\n「魔法使い」\n\n「魔法使い」\n\n「魔法使い」\n\n「魔法使い」\n\n「魔法使い」\n\n'],['碧の職種は、\n\n「魔法使い」\n\n「魔法使い」\n\n「魔法使い」\n\n「魔法使い」\n\n「魔法使い」\n\n「魔法使い」\n\n「魔法使い」\n'],"['碧は何の仕事をしていますか？碧は何を食べていますか？\n\nA:\n\n「[碧]{み}」 is a 形容動詞, and 「[仕事]{しごと}」 is a 名詞.\n「[仕事]{しごと}」']"
