職業,総数,男,女,正一の職種は,清の職種は,正雄の職種は,正の職種は,茂の職種は,武雄の職種は,正治の職種は,三郎の職種は,正夫の職種は,一郎の職種は,正二の職種は,義雄の職種は,正男の職種は,正三の職種は,勇の職種は,実の職種は,秀雄の職種は,辰雄の職種は,辰男の職種は,博の職種は,弘の職種は,進の職種は,武の職種は,一男の職種は,昭二の職種は,昭の職種は,和夫の職種は,昭一の職種は,昭三の職種は,幸雄の職種は,稔の職種は,明の職種は,昇の職種は,隆の職種は,勉の職種は,勝の職種は,勲の職種は,功の職種は,勝利の職種は,修の職種は,豊の職種は,誠の職種は,浩の職種は,徹の職種は,浩一の職種は,浩二の職種は,浩之の職種は,聡の職種は,剛の職種は,和彦の職種は,秀樹の職種は,哲也の職種は,直樹の職種は,達也の職種は,学の職種は,健一の職種は,淳の職種は,健の職種は,博之の職種は,英樹の職種は,崇の職種は,大輔の職種は,大介の職種は,亮の職種は,竜也の職種は,健太郎の職種は,洋平の職種は,健太の職種は,和也の職種は,翔の職種は,拓也の職種は,祐介の職種は,雄太の職種は,優の職種は,翔太の職種は,大樹の職種は,翔平の職種は,駿の職種は,大貴の職種は,貴大の職種は,大輝の職種は,翼の職種は,大地の職種は,亮太の職種は,拓哉の職種は,雄大の職種は,拓海の職種は,直人の職種は,康平の職種は,陸の職種は,海斗の職種は,一輝の職種は,涼太の職種は,匠の職種は,蓮の職種は,優斗の職種は,優太の職種は,颯太の職種は,大翔の職種は,太陽の職種は,悠斗の職種は,颯の職種は,輝の職種は,大和の職種は,空の職種は,陽向の職種は,悠人の職種は,悠太の職種は,瑛太の職種は,悠真の職種は,陽斗の職種は,颯真の職種は,歩夢の職種は,蒼空の職種は,大雅の職種は,樹の職種は,陽翔の職種は,陸斗の職種は,太一の職種は,海翔の職種は,湊の職種は,龍生の職種は,陽太の職種は,朝陽の職種は,悠の職種は,新の職種は,蒼の職種は,陽大の職種は,律の職種は,凪の職種は,碧の職種は
船舶機関長・機関士（漁労船を除く）,6470,6430,30,-9.136923789978027,-9.110462188720703,-9.195510864257812,-8.223506927490234,-9.069629669189453,-8.212360382080078,-9.082931518554688,-9.124908447265625,-8.931632041931152,-9.074012756347656,-9.14052963256836,-9.114631652832031,-9.074569702148438,-9.134727478027344,-8.207870483398438,-9.001052856445312,-8.218088150024414,-8.320844650268555,-9.065829277038574,-9.026012420654297,-8.159290313720703,-9.029423713684082,-8.1409912109375,-8.226634979248047,-8.139633178710938,-8.118064880371094,-8.193525314331055,-8.156267166137695,-8.078371047973633,-9.071025848388672,-8.222833633422852,-9.219696044921875,-9.12234878540039,-9.060531616210938,-9.109970092773438,-8.2081298828125,-8.940558433532715,-8.232446670532227,-8.144180297851562,-8.236347198486328,-9.115890502929688,-9.064727783203125,-9.052223205566406,-9.079148292541504,-8.217891693115234,-8.193063735961914,-8.190540313720703,-9.054206848144531,-8.183526992797852,-8.173913955688477,-8.155317306518555,-8.20004653930664,-8.140522003173828,-8.14697265625,-8.173852920532227,-9.08953857421875,-8.132429122924805,-8.199295043945312,-8.187955856323242,-8.116889953613281,-9.002246856689453,-8.236056327819824,-8.248775482177734,-8.191753387451172,-8.242712020874023,-8.135297775268555,-8.214485168457031,-8.15300178527832,-8.196331024169922,-9.09829330444336,-9.010143280029297,-8.155181884765625,-8.251256942749023,-8.141637802124023,-8.194414138793945,-8.15475845336914,-9.101940155029297,-8.216938018798828,-9.045001983642578,-9.074267387390137,-9.080410957336426,-8.988277435302734,-8.203746795654297,-8.963348388671875,-8.116060256958008,-9.066546440124512,-8.286710739135742,-9.041603088378906,-8.130990982055664,-8.07254409790039,-8.176239013671875,-8.134628295898438,-8.227113723754883,-9.080740928649902,-8.247533798217773,-8.188104629516602,-8.172101974487305,-8.240558624267578,-9.149314880371094,-9.072551727294922,-8.11994743347168,-9.221210479736328,-8.12669563293457,-9.121803283691406,-9.068970680236816,-9.067241668701172,-8.139110565185547,-8.181324005126953,-8.190422058105469,-8.162343978881836,-9.076910972595215,-9.152070045471191,-9.020827293395996,-9.082099914550781,-9.107810974121094,-8.214637756347656,-9.091495513916016,-8.121700286865234,-8.228324890136719,-9.016559600830078,-8.304462432861328,-9.025642395019531,-8.2320556640625,-9.071388244628906,-8.147146224975586,-8.906036376953125,-9.097152709960938,-9.082050323486328,-8.165983200073242,-9.004866600036621,-8.188226699829102
航空機操縦士,7040,6860,180,-9.769973754882812,-9.76181697845459,-9.908157348632812,-9.859275817871094,-9.919142723083496,-9.955841064453125,-9.98831558227539,-9.954005241394043,-9.92230224609375,-9.920051574707031,-9.913467407226562,-9.930347442626953,-9.843257904052734,-9.901427268981934,-9.853055000305176,-9.925067901611328,-9.938419342041016,-9.885635375976562,-9.870330810546875,-9.962406158447266,-9.934146881103516,-9.906417846679688,-9.815185546875,-9.888927459716797,-9.942912101745605,-9.953482627868652,-9.914581298828125,-9.864723205566406,-9.940013885498047,-9.83981704711914,-9.940967559814453,-9.895919799804688,-9.980311393737793,-9.911239624023438,-9.950701713562012,-9.914016723632812,-9.912406921386719,-9.916373252868652,-9.840396881103516,-9.93136978149414,-9.934539794921875,-9.940082550048828,-9.95853042602539,-9.898929595947266,-9.889102935791016,-9.889739036560059,-9.888927459716797,-9.85628890991211,-9.927390098571777,-9.916900634765625,-9.872298240661621,-9.86138916015625,-9.890068054199219,-9.815654754638672,-9.922882080078125,-9.918876647949219,-9.894065856933594,-9.880607604980469,-10.002208709716797,-9.89621353149414,-9.930561065673828,-9.897064208984375,-9.90481185913086,-9.88611125946045,-9.735221862792969,-9.92111587524414,-9.809810638427734,-9.871315002441406,-9.858741760253906,-9.860908508300781,-9.834136009216309,-9.85025405883789,-9.881046295166016,-9.932787895202637,-9.864036560058594,-9.967601776123047,-9.790141105651855,-9.875984191894531,-9.8341703414917,-9.83218002319336,-9.917708396911621,-9.910999298095703,-9.946394920349121,-9.904102325439453,-9.886962890625,-9.945140838623047,-9.770561218261719,-9.878192901611328,-9.830909729003906,-10.002887725830078,-9.795536041259766,-9.887450218200684,-9.826820373535156,-9.956025123596191,-9.944976806640625,-9.796195983886719,-9.851078033447266,-9.795722961425781,-9.89578628540039,-9.88174057006836,-9.80667495727539,-9.819472312927246,-9.957515716552734,-9.920352935791016,-9.960334777832031,-9.936908721923828,-9.84310245513916,-9.851038932800293,-9.824562072753906,-9.860458374023438,-9.844318389892578,-9.750347137451172,-9.689631462097168,-9.944792747497559,-9.94345474243164,-10.029949188232422,-9.857406616210938,-9.807479858398438,-9.90506362915039,-9.966514587402344,-10.00680923461914,-9.928108215332031,-9.843162536621094,-9.977302551269531,-9.897773742675781,-9.801012992858887,-9.899322509765625,-9.91641616821289,-9.890079498291016,-9.944652557373047,-9.93546199798584
車掌,23060,17360,5710,-8.509239196777344,-8.583656311035156,-8.4739990234375,-8.531966209411621,-8.86715316772461,-8.948328971862793,-8.590788841247559,-8.814776420593262,-8.513736724853516,-8.846816062927246,-8.453128814697266,-8.837032318115234,-8.4539213180542,-8.47385025024414,-8.823299407958984,-8.77396011352539,-8.790313720703125,-8.860918998718262,-8.889598846435547,-8.858967781066895,-8.80838394165039,-8.857955932617188,-8.574901580810547,-8.82662582397461,-8.857688903808594,-8.899382591247559,-8.838797569274902,-8.848651885986328,-8.867156982421875,-8.866302490234375,-8.86346435546875,-8.792658805847168,-8.837947845458984,-8.836753845214844,-8.839618682861328,-8.841720581054688,-8.825077056884766,-8.869915008544922,-8.771736145019531,-8.886581420898438,-8.611136436462402,-8.827040672302246,-8.860687255859375,-8.789508819580078,-8.894149780273438,-8.876293182373047,-8.816200256347656,-8.859336853027344,-8.775711059570312,-8.877548217773438,-8.782207489013672,-8.911022186279297,-8.89337158203125,-8.924320220947266,-8.92135238647461,-8.836475372314453,-8.809566497802734,-8.807868003845215,-8.9407958984375,-8.923773765563965,-8.822948455810547,-8.821063041687012,-8.852560997009277,-8.787216186523438,-8.830687522888184,-8.9102783203125,-8.902778625488281,-8.853031158447266,-8.916194915771484,-8.85636043548584,-8.808612823486328,-8.835006713867188,-8.839637756347656,-8.78597640991211,-8.826018333435059,-8.85723876953125,-8.899162292480469,-8.951213836669922,-8.612898826599121,-8.832229614257812,-8.658519744873047,-8.84908676147461,-8.835639953613281,-8.875328063964844,-8.827735900878906,-8.893745422363281,-8.74041748046875,-8.803028106689453,-8.841793060302734,-8.834190368652344,-8.805419921875,-8.80352783203125,-8.889461517333984,-8.856230735778809,-8.851757049560547,-8.836013793945312,-8.824943542480469,-8.884651184082031,-8.671882629394531,-8.841995239257812,-8.86331558227539,-8.80020809173584,-8.821983337402344,-8.886322021484375,-8.767158508300781,-8.914928436279297,-8.748713493347168,-8.86689281463623,-8.85977554321289,-8.881834983825684,-8.84878158569336,-8.856810569763184,-8.843803405761719,-8.794349670410156,-8.679569244384766,-8.92379379272461,-8.865806579589844,-8.922026634216309,-8.735797882080078,-8.826335906982422,-8.885088920593262,-8.648200035095215,-8.852249145507812,-8.73382568359375,-8.83670425415039,-8.558265686035156,-8.853710174560547,-8.863677978515625,-8.756935119628906,-8.856456756591797,-8.973761558532715
甲板員，船舶技士・機関員,14360,14100,260,-8.587336540222168,-10.189605712890625,-8.623976707458496,-8.640337944030762,-8.313672065734863,-8.437750816345215,-8.619317054748535,-8.39097785949707,-8.61545467376709,-8.364073753356934,-8.562385559082031,-8.328612327575684,-8.677976608276367,-8.622084617614746,-8.348201751708984,-8.348820686340332,-8.332880973815918,-8.300214767456055,-8.30912971496582,-8.411632537841797,-8.352457046508789,-8.32911205291748,-8.569189071655273,-8.448136329650879,-8.340252876281738,-8.367461204528809,-8.4580078125,-8.390376091003418,-8.399188995361328,-8.3345308303833,-8.364968299865723,-8.307028770446777,-8.352258682250977,-8.335550308227539,-8.3568115234375,-8.311574935913086,-8.397738456726074,-8.325465202331543,-8.363249778747559,-8.321525573730469,-8.622207641601562,-8.289811134338379,-8.309688568115234,-8.378678321838379,-8.418096542358398,-8.385757446289062,-8.374505043029785,-8.3826265335083,-8.347447395324707,-8.501976013183594,-8.449110984802246,-8.426891326904297,-8.393970489501953,-8.412445068359375,-8.356761932373047,-8.406063079833984,-8.408485412597656,-8.339652061462402,-8.383758544921875,-8.401232719421387,-8.319211959838867,-8.4091215133667,-8.470050811767578,-8.416845321655273,-8.412531852722168,-8.406181335449219,-8.350096702575684,-8.436686515808105,-8.419428825378418,-8.398086547851562,-8.490297317504883,-8.441696166992188,-8.41825008392334,-8.284266471862793,-8.42721939086914,-8.378788948059082,-8.355822563171387,-8.369504928588867,-8.663047790527344,-8.3441801071167,-8.604958534240723,-8.46152114868164,-8.338923454284668,-8.411591529846191,-8.4151611328125,-8.3972806930542,-8.39044189453125,-8.432482719421387,-8.371257781982422,-8.382333755493164,-8.384211540222168,-8.338038444519043,-8.433660507202148,-8.396203994750977,-8.36433219909668,-8.34981918334961,-8.365156173706055,-8.418051719665527,-8.568918228149414,-8.447609901428223,-8.34799861907959,-8.345711708068848,-8.313241958618164,-8.303413391113281,-8.392891883850098,-8.332298278808594,-8.371313095092773,-8.384527206420898,-8.443450927734375,-8.341547966003418,-8.391068458557129,-8.32562255859375,-8.335406303405762,-8.354777336120605,-8.64509391784668,-8.396641731262207,-8.370347023010254,-8.34624195098877,-8.36359691619873,-8.376120567321777,-8.397955894470215,-8.543825149536133,-8.389702796936035,-8.365371704101562,-8.350309371948242,-10.218120574951172,-8.436518669128418,-8.307912826538086,-8.342229843139648,-8.38835620880127,-8.34169864654541
他に分類されない輸送従事者,100700,95620,5090,-13.05634880065918,-12.939512252807617,-13.05758285522461,-12.857447624206543,-13.191047668457031,-10.518126487731934,-13.07961368560791,-13.267019271850586,-12.995841979980469,-13.127142906188965,-12.973444938659668,-13.1647367477417,-13.034769058227539,-12.906336784362793,-10.434213638305664,-13.10543441772461,-10.579855918884277,-10.613388061523438,-13.099215507507324,-13.162450790405273,-10.636834144592285,-13.225183486938477,-12.837973594665527,-10.493947982788086,-10.46400260925293,-10.460323333740234,-10.550339698791504,-10.413976669311523,-10.53187370300293,-13.061561584472656,-10.670886993408203,-13.047831535339355,-13.247291564941406,-13.195718765258789,-13.25825023651123,-10.613886833190918,-13.147913932800293,-10.706498146057129,-10.67757511138916,-10.333062171936035,-13.075666427612305,-13.04289436340332,-13.225706100463867,-13.205486297607422,-10.570295333862305,-10.719818115234375,-10.46507740020752,-13.080466270446777,-10.388001441955566,-10.527373313903809,-10.50989055633545,-10.697627067565918,-10.611577987670898,-10.411502838134766,-10.42258071899414,-13.15145492553711,-10.407888412475586,-10.489644050598145,-10.732495307922363,-10.573110580444336,-13.319116592407227,-10.499378204345703,-10.59030532836914,-10.392450332641602,-10.434185028076172,-10.667221069335938,-10.571662902832031,-10.646899223327637,-10.47867488861084,-13.173657417297363,-13.15241527557373,-10.662453651428223,-10.435892105102539,-10.463420867919922,-10.559037208557129,-10.551908493041992,-13.234644889831543,-10.43278694152832,-13.108591079711914,-12.999711990356445,-13.102713584899902,-13.184447288513184,-10.574655532836914,-13.246667861938477,-10.552713394165039,-13.093568801879883,-10.63272476196289,-13.089496612548828,-10.679409980773926,-10.303252220153809,-10.475703239440918,-10.381500244140625,-10.42524242401123,-13.014307022094727,-10.3507719039917,-10.52851390838623,-10.416888236999512,-10.298009872436523,-13.24333381652832,-13.247773170471191,-10.517024993896484,-13.046359062194824,-10.58552360534668,-13.067777633666992,-13.078886032104492,-13.194659233093262,-10.489998817443848,-10.378893852233887,-10.304800033569336,-10.457252502441406,-13.088132858276367,-13.087026596069336,-13.197404861450195,-13.260835647583008,-13.160082817077637,-10.426387786865234,-13.104086875915527,-10.444952011108398,-10.472899436950684,-13.205245018005371,-10.473353385925293,-13.031291007995605,-10.3810453414917,-13.030755996704102,-10.407211303710938,-12.951265335083008,-13.110647201538086,-12.966141700744629,-10.468774795532227,-13.30500316619873,-10.406428337097168
定置・建設機械運転従事者,334350,329240,5120,-8.398162841796875,-8.522146224975586,-8.404887199401855,-8.392874717712402,-8.506244659423828,-8.403846740722656,-8.493804931640625,-8.359966278076172,-8.5523099899292,-8.468676567077637,-8.46634578704834,-8.434921264648438,-8.362799644470215,-8.385787963867188,-8.415168762207031,-8.461745262145996,-8.42129898071289,-8.446197509765625,-8.402892112731934,-8.510035514831543,-8.474418640136719,-8.501235961914062,-8.42042064666748,-8.344103813171387,-8.532256126403809,-8.565546989440918,-8.451431274414062,-8.51828670501709,-8.49686336517334,-8.43532943725586,-8.563758850097656,-8.473326683044434,-8.520492553710938,-8.490622520446777,-8.400703430175781,-8.390856742858887,-8.506343841552734,-8.35836410522461,-8.387892723083496,-8.451820373535156,-8.500778198242188,-8.458122253417969,-8.355003356933594,-8.458415985107422,-8.478903770446777,-8.44388484954834,-8.325148582458496,-8.430217742919922,-8.502609252929688,-8.474947929382324,-8.497501373291016,-8.433154106140137,-8.432594299316406,-8.404027938842773,-8.406000137329102,-8.391357421875,-8.480338096618652,-8.484172821044922,-8.474654197692871,-8.496572494506836,-8.45492172241211,-8.377535820007324,-8.42261028289795,-8.462364196777344,-8.470686912536621,-8.451019287109375,-8.481473922729492,-8.336920738220215,-8.347484588623047,-8.43813705444336,-8.391948699951172,-8.476509094238281,-8.418399810791016,-8.4959716796875,-8.397353172302246,-8.358660697937012,-8.446635246276855,-8.506255149841309,-8.46237850189209,-8.465751647949219,-8.488059043884277,-8.355203628540039,-8.376463890075684,-8.418669700622559,-8.40980052947998,-8.426139831542969,-8.492637634277344,-8.44242000579834,-8.4080810546875,-8.542129516601562,-8.43741512298584,-8.340213775634766,-8.349849700927734,-8.412771224975586,-8.466461181640625,-8.43829345703125,-8.43763256072998,-8.457541465759277,-8.53836727142334,-8.318922996520996,-8.409408569335938,-8.415788650512695,-8.419633865356445,-8.46393871307373,-8.379684448242188,-8.446181297302246,-8.457221984863281,-8.383464813232422,-8.479808807373047,-8.486945152282715,-8.442057609558105,-8.49289321899414,-8.408102989196777,-8.317058563232422,-8.520903587341309,-8.450614929199219,-8.44265365600586,-8.461615562438965,-8.48563289642334,-8.519107818603516,-8.422286987304688,-8.555374145507812,-8.433151245117188,-8.444488525390625,-8.444046020507812,-8.48449993133545,-8.403853416442871,-8.478866577148438,-8.522818565368652,-8.3634672164917,-8.490020751953125
発電員，変電員,34390,34010,380,-9.008441925048828,-8.895271301269531,-9.073257446289062,-8.877799987792969,-8.913963317871094,-8.951591491699219,-9.013031005859375,-8.890995025634766,-9.091766357421875,-8.871604919433594,-8.835884094238281,-9.062835693359375,-9.089485168457031,-8.846184730529785,-9.017379760742188,-9.056327819824219,-8.864428520202637,-9.03744125366211,-9.007808685302734,-8.893638610839844,-8.828666687011719,-8.902030944824219,-9.074271202087402,-9.008258819580078,-8.747695922851562,-8.834670066833496,-8.942138671875,-8.841690063476562,-8.745819091796875,-8.830886840820312,-8.841896057128906,-9.046424865722656,-9.029895782470703,-8.821487426757812,-8.98019027709961,-8.91033935546875,-8.93777084350586,-8.825660705566406,-8.857857704162598,-8.941532135009766,-8.80417251586914,-8.801414489746094,-8.915275573730469,-8.903022766113281,-8.79909896850586,-8.863327026367188,-8.878188133239746,-8.792655944824219,-8.907585144042969,-8.923919677734375,-8.939033508300781,-8.893985748291016,-8.882499694824219,-8.828060150146484,-8.895042419433594,-8.936920166015625,-8.794769287109375,-8.802486419677734,-8.915386199951172,-8.914131164550781,-8.864131927490234,-8.84329605102539,-8.882965087890625,-8.882553100585938,-8.851554870605469,-8.790435791015625,-8.83163070678711,-8.959415435791016,-8.863880157470703,-8.924560546875,-8.97852611541748,-8.858051300048828,-8.915550231933594,-8.862998962402344,-8.921501159667969,-8.880935668945312,-8.842708587646484,-8.969459533691406,-9.086578369140625,-8.949344635009766,-8.753276824951172,-9.001976013183594,-8.862621307373047,-8.907055854797363,-8.872970581054688,-8.93450927734375,-8.976722717285156,-8.855525016784668,-8.840582847595215,-9.061393737792969,-8.903800964355469,-8.840045928955078,-8.927654266357422,-8.795806884765625,-8.963260650634766,-8.810287475585938,-8.7869873046875,-8.906761169433594,-8.911112785339355,-8.908149719238281,-8.84579086303711,-9.040547370910645,-8.806648254394531,-8.917224884033203,-9.091373443603516,-8.851787567138672,-8.888771057128906,-8.8502197265625,-8.864189147949219,-8.87741470336914,-8.841392517089844,-8.928939819335938,-8.960090637207031,-9.071781158447266,-8.873157501220703,-8.904415130615234,-8.843700408935547,-8.82492446899414,-9.024978637695312,-8.96969223022461,-8.946983337402344,-8.862336158752441,-8.882061004638672,-8.7335205078125,-8.899139404296875,-8.860687255859375,-9.068988800048828,-8.849342346191406,-8.855124473571777,-8.92236328125,-8.95977783203125
ボイラー・オペレーター,7550,7540,10,-5.777561187744141,-5.8198394775390625,-5.800902366638184,-5.7960357666015625,-5.868049621582031,-5.908398151397705,-5.772524833679199,-5.877342700958252,-5.7880706787109375,-5.857006072998047,-5.842624664306641,-5.939204692840576,-5.8856201171875,-5.7224578857421875,-5.835178375244141,-5.925303936004639,-5.85345458984375,-5.974101543426514,-5.960834503173828,-5.8947367668151855,-5.898303985595703,-5.874908447265625,-5.822208404541016,-5.893810272216797,-5.8826446533203125,-5.83416748046875,-5.852791786193848,-5.855064392089844,-5.874622344970703,-5.8871541023254395,-5.8516387939453125,-5.862071990966797,-5.885753631591797,-5.887195587158203,-5.900856018066406,-5.877960205078125,-5.911891937255859,-5.886775970458984,-5.900978088378906,-5.883914947509766,-5.896838665008545,-5.871570587158203,-5.852687835693359,-5.866733551025391,-5.8258819580078125,-5.844264030456543,-5.917964935302734,-5.882720947265625,-5.851096153259277,-5.896392822265625,-5.860812664031982,-5.9027180671691895,-5.899726867675781,-5.872379302978516,-5.917194366455078,-5.8926239013671875,-5.8808441162109375,-5.899131774902344,-5.8961334228515625,-5.884307861328125,-5.882514476776123,-5.857395172119141,-5.870380878448486,-5.901885986328125,-5.945831775665283,-5.863548278808594,-5.8615827560424805,-5.871330261230469,-5.884766101837158,-5.879390716552734,-5.891937255859375,-5.887176513671875,-5.892967224121094,-5.858898162841797,-5.893489360809326,-5.88470458984375,-5.882396697998047,-5.874393939971924,-5.824268817901611,-5.861972808837891,-5.819621562957764,-5.876877307891846,-5.864898204803467,-5.884407043457031,-5.894809246063232,-5.867404937744141,-5.8257551193237305,-5.89691162109375,-5.924469470977783,-5.856441497802734,-5.918735504150391,-5.888481616973877,-5.887458801269531,-5.879539489746094,-5.874717712402344,-5.861808776855469,-5.864582061767578,-5.90667724609375,-5.821528434753418,-5.844044208526611,-5.8887481689453125,-5.891593933105469,-5.920868396759033,-5.842746734619141,-5.935173034667969,-5.896251201629639,-5.773612976074219,-5.881701946258545,-5.84818696975708,-5.8922953605651855,-5.912915229797363,-5.905235290527344,-5.834186553955078,-5.930908203125,-5.742877006530762,-5.888835906982422,-5.863346576690674,-5.886566638946533,-5.841495513916016,-5.898414611816406,-5.910396575927734,-5.924701690673828,-5.888267517089844,-5.876591205596924,-5.891380310058594,-5.877819061279297,-5.898894309997559,-5.829837799072266,-5.882381439208984,-5.9173736572265625,-5.930530548095703
クレーン・ウインチ運転従事者,48070,47590,480,-5.996013641357422,-6.030264854431152,-6.039901256561279,-6.067921161651611,-6.003825664520264,-5.97116756439209,-6.019640922546387,-5.939334869384766,-6.052974700927734,-5.959114074707031,-5.987811088562012,-6.071082592010498,-6.040114402770996,-6.078006267547607,-5.987068176269531,-5.977649688720703,-6.000091075897217,-5.945510387420654,-5.978618144989014,-6.015761852264404,-6.007452964782715,-6.042780876159668,-5.994704723358154,-5.943843841552734,-5.950377941131592,-5.978218078613281,-5.969725608825684,-5.954863548278809,-5.96626615524292,-5.960506439208984,-5.9756622314453125,-5.966148376464844,-5.993198394775391,-5.968310832977295,-6.030017375946045,-5.992565155029297,-5.9491376876831055,-6.004149913787842,-5.923671722412109,-6.004936695098877,-6.059622764587402,-5.921634674072266,-5.9927849769592285,-6.001583099365234,-5.9406538009643555,-5.983494281768799,-5.919223785400391,-5.953608512878418,-5.955818176269531,-5.905409812927246,-5.932357311248779,-5.9407958984375,-5.951290130615234,-5.953342914581299,-5.999824523925781,-5.982219696044922,-6.020965099334717,-5.990103721618652,-5.982089996337891,-5.981880187988281,-5.98176908493042,-5.958385467529297,-5.935976982116699,-5.985960960388184,-5.911708354949951,-5.996779441833496,-5.963958740234375,-5.976557731628418,-5.965126037597656,-6.00276517868042,-5.944202423095703,-6.0121870040893555,-5.95991849899292,-6.039680480957031,-5.963042259216309,-5.9979095458984375,-5.94110107421875,-6.014803886413574,-6.043392181396484,-5.933314800262451,-6.034453392028809,-6.006740570068359,-6.00787353515625,-6.000983715057373,-5.912014484405518,-5.9392499923706055,-5.96176815032959,-5.937569618225098,-5.912029266357422,-5.990451335906982,-5.981581687927246,-5.916598320007324,-5.988757610321045,-5.924137115478516,-6.002567291259766,-6.020344257354736,-6.020679473876953,-5.968493938446045,-6.091677665710449,-5.976950645446777,-5.9974141120910645,-5.97517728805542,-5.965587615966797,-5.988306999206543,-5.975288391113281,-5.909416198730469,-5.997032642364502,-5.972140789031982,-5.9698486328125,-5.993868350982666,-5.978160858154297,-5.957542419433594,-5.997187614440918,-5.9245829582214355,-6.038821220397949,-6.003582000732422,-5.951805114746094,-6.000202178955078,-5.958579063415527,-5.949409484863281,-5.981379508972168,-6.006011962890625,-5.963420391082764,-5.92508602142334,-6.004020690917969,-6.036769390106201,-5.964062213897705,-5.9815216064453125,-5.980785846710205,-5.9766845703125,-5.983108043670654
建設・さく井機械運転従事者,86830,86150,690,-9.198735237121582,-9.069095611572266,-9.266730308532715,-9.238346099853516,-9.160240173339844,-9.129207611083984,-9.247901916503906,-9.107681274414062,-9.27414321899414,-9.11614990234375,-9.182464599609375,-9.170768737792969,-9.09908676147461,-9.302032470703125,-9.147076606750488,-9.139644622802734,-9.136706352233887,-9.184638023376465,-9.173900604248047,-9.144355773925781,-9.161724090576172,-9.138011932373047,-9.271167755126953,-9.075279235839844,-9.144176483154297,-9.124759674072266,-9.157302856445312,-9.1566162109375,-9.13033676147461,-9.166561126708984,-9.151824951171875,-9.100032806396484,-9.129837036132812,-9.122596740722656,-9.116943359375,-9.135723114013672,-9.093284606933594,-9.131134033203125,-9.0853271484375,-9.179472923278809,-9.214800834655762,-9.111117362976074,-9.200450897216797,-9.19158935546875,-9.15392017364502,-9.19940185546875,-9.188865661621094,-9.151817321777344,-9.154014587402344,-9.198546409606934,-9.155094146728516,-9.131587982177734,-9.135124206542969,-9.159636497497559,-9.166892051696777,-9.171802520751953,-9.200824737548828,-9.117267608642578,-9.171680450439453,-9.136675834655762,-9.06509780883789,-9.125862121582031,-9.142939567565918,-9.145397186279297,-9.18056869506836,-9.176055908203125,-9.134353637695312,-9.128148078918457,-9.135578155517578,-9.180865287780762,-9.14493179321289,-9.159346580505371,-9.124141693115234,-9.149322509765625,-9.11447525024414,-9.119178771972656,-9.161277770996094,-9.206031799316406,-9.043601036071777,-9.137839317321777,-9.14808177947998,-9.174517631530762,-9.09573745727539,-9.181652069091797,-9.211559295654297,-9.154945373535156,-9.158252716064453,-9.15447998046875,-9.150585174560547,-9.069477081298828,-9.151390075683594,-9.132816314697266,-9.150062561035156,-9.084442138671875,-9.145431518554688,-9.161837577819824,-9.162906646728516,-9.124584197998047,-9.166969299316406,-9.159327507019043,-9.188003540039062,-9.155440330505371,-9.156410217285156,-9.062674522399902,-9.043804168701172,-9.154777526855469,-9.226242065429688,-9.167254447937012,-9.150566101074219,-9.13675308227539,-9.176605224609375,-9.105545043945312,-9.241630554199219,-9.04775619506836,-9.154662132263184,-9.138747215270996,-9.192562103271484,-9.153385162353516,-9.159671783447266,-9.16366195678711,-9.123706817626953,-9.125690460205078,-9.145748138427734,-9.161395072937012,-9.186119079589844,-9.279151916503906,-9.08370590209961,-9.20345687866211,-9.121139526367188,-9.186127662658691,-9.125785827636719
