職業,総数,男,女,正一の職業は,清の職業は,正雄の職業は,正の職業は,茂の職業は,武雄の職業は,正治の職業は,三郎の職業は,正夫の職業は,一郎の職業は,正二の職業は,義雄の職業は,正男の職業は,正三の職業は,勇の職業は,実の職業は,秀雄の職業は,辰雄の職業は,辰男の職業は,博の職業は,弘の職業は,進の職業は,武の職業は,一男の職業は,昭二の職業は,昭の職業は,和夫の職業は,昭一の職業は,昭三の職業は,幸雄の職業は,稔の職業は,明の職業は,昇の職業は,隆の職業は,勉の職業は,勝の職業は,勲の職業は,功の職業は,勝利の職業は,修の職業は,豊の職業は,誠の職業は,浩の職業は,徹の職業は,浩一の職業は,浩二の職業は,浩之の職業は,聡の職業は,剛の職業は,和彦の職業は,秀樹の職業は,哲也の職業は,直樹の職業は,達也の職業は,学の職業は,健一の職業は,淳の職業は,健の職業は,博之の職業は,英樹の職業は,崇の職業は,大輔の職業は,大介の職業は,亮の職業は,竜也の職業は,健太郎の職業は,洋平の職業は,健太の職業は,和也の職業は,翔の職業は,拓也の職業は,祐介の職業は,雄太の職業は,優の職業は,翔太の職業は,大樹の職業は,翔平の職業は,駿の職業は,大貴の職業は,貴大の職業は,大輝の職業は,翼の職業は,大地の職業は,亮太の職業は,拓哉の職業は,雄大の職業は,拓海の職業は,直人の職業は,康平の職業は,陸の職業は,海斗の職業は,一輝の職業は,涼太の職業は,匠の職業は,蓮の職業は,優斗の職業は,優太の職業は,颯太の職業は,大翔の職業は,太陽の職業は,悠斗の職業は,颯の職業は,輝の職業は,大和の職業は,空の職業は,陽向の職業は,悠人の職業は,悠太の職業は,瑛太の職業は,悠真の職業は,陽斗の職業は,颯真の職業は,歩夢の職業は,蒼空の職業は,大雅の職業は,樹の職業は,陽翔の職業は,陸斗の職業は,太一の職業は,海翔の職業は,湊の職業は,龍生の職業は,陽太の職業は,朝陽の職業は,悠の職業は,新の職業は,蒼の職業は,陽大の職業は,律の職業は,凪の職業は,碧の職業は
生産類似作業従事者,61760,41670,20080,-7.973217010498047,-8.10348892211914,-8.35879135131836,-7.904715061187744,-8.105734825134277,-8.133167266845703,-7.9297099113464355,-8.142756462097168,-7.950992584228516,-8.09809398651123,-8.01894760131836,-8.099027633666992,-7.919307708740234,-8.150089263916016,-8.041510581970215,-8.087692260742188,-8.103557586669922,-8.163500785827637,-8.196722030639648,-8.064855575561523,-8.053675651550293,-8.008773803710938,-7.990276336669922,-8.076436996459961,-8.08002758026123,-8.015775680541992,-8.080214500427246,-8.06818675994873,-8.095553398132324,-8.102117538452148,-8.101837158203125,-8.092482566833496,-8.002212524414062,-8.009449005126953,-8.02811336517334,-7.992690563201904,-8.064285278320312,-8.051244735717773,-7.9629974365234375,-7.938925266265869,-7.931583404541016,-8.100522994995117,-8.047789573669434,-8.004984855651855,-8.04489517211914,-8.032073020935059,-8.156756401062012,-8.034904479980469,-8.072131156921387,-8.088351249694824,-8.116411209106445,-8.064552307128906,-8.097803115844727,-8.090568542480469,-7.922259330749512,-8.11955451965332,-8.030643463134766,-8.035964012145996,-8.075121879577637,-8.02907943725586,-8.01409912109375,-8.056963920593262,-8.080901145935059,-8.034228324890137,-8.137489318847656,-8.164077758789062,-8.11349868774414,-8.060420036315918,-8.020111083984375,-8.031951904296875,-8.123680114746094,-8.058104515075684,-8.109084129333496,-7.999916076660156,-8.086161613464355,-8.118158340454102,-8.081774711608887,-8.03164291381836,-8.06003189086914,-8.092782974243164,-8.025665283203125,-8.027335166931152,-8.073687553405762,-8.090605735778809,-8.0735502243042,-8.188055992126465,-8.036689758300781,-8.066967010498047,-8.040263175964355,-8.131503105163574,-8.054369926452637,-8.071837425231934,-8.063760757446289,-8.094432830810547,-8.029460906982422,-8.02493667602539,-8.007166862487793,-8.136008262634277,-7.938453674316406,-7.980593204498291,-8.09528636932373,-8.117595672607422,-8.09021282196045,-8.091899871826172,-8.070598602294922,-8.155463218688965,-8.017707824707031,-8.06863784790039,-8.004745483398438,-8.149208068847656,-8.071891784667969,-8.126830101013184,-8.080101013183594,-8.129087448120117,-8.003035545349121,-8.112227439880371,-8.07236385345459,-8.076586723327637,-8.072071075439453,-8.02154541015625,-8.098247528076172,-7.926196575164795,-8.056502342224121,-8.061224937438965,-8.078372955322266,-8.03353500366211,-8.09537410736084,-8.08474349975586,-8.055465698242188,-8.096915245056152,-8.126395225524902
輸送・機械運転従事者,1983330,1907110,76220,-7.880019664764404,-7.724773406982422,-8.050350189208984,-7.8409576416015625,-7.934810638427734,-7.990346908569336,-7.8414154052734375,-7.956399917602539,-7.837091445922852,-8.018512725830078,-7.87296199798584,-8.003669738769531,-7.851004600524902,-10.083961486816406,-7.957198619842529,-7.964798927307129,-7.92637825012207,-7.9452223777771,-7.953884124755859,-8.016074180603027,-8.056877136230469,-7.99278450012207,-7.724754333496094,-7.980129241943359,-7.945102691650391,-7.9732818603515625,-7.9970622062683105,-7.914127349853516,-7.882341384887695,-7.984411239624023,-8.049121856689453,-7.981752395629883,-7.974800109863281,-7.972654342651367,-7.982295989990234,-7.997137069702148,-7.997225761413574,-7.991220474243164,-7.983554840087891,-7.962453842163086,-7.81907844543457,-8.008464813232422,-8.023029327392578,-7.977924346923828,-8.066450119018555,-8.05502700805664,-7.979860305786133,-8.030677795410156,-7.967067718505859,-8.075531005859375,-7.9635772705078125,-8.115015029907227,-8.090093612670898,-8.043853759765625,-7.94893217086792,-8.067337036132812,-7.955722808837891,-8.027645111083984,-8.059806823730469,-8.00405502319336,-7.972169876098633,-8.029159545898438,-8.066944122314453,-7.970487594604492,-8.01412582397461,-8.078628540039062,-8.076824188232422,-8.016548156738281,-8.061100006103516,-8.022048950195312,-8.076727867126465,-8.104408264160156,-7.9903106689453125,-7.957500457763672,-8.14212703704834,-8.037738800048828,-8.03968620300293,-7.993160247802734,-8.005691528320312,-8.003135681152344,-7.836469650268555,-7.920202255249023,-8.007762908935547,-8.125883102416992,-8.041250228881836,-7.990196228027344,-7.966974258422852,-8.042762756347656,-8.032207489013672,-7.943347454071045,-8.068256378173828,-7.951354503631592,-8.019354820251465,-8.048500061035156,-7.967977523803711,-8.064090728759766,-7.993196487426758,-8.07215690612793,-7.919734001159668,-7.9308013916015625,-8.0955810546875,-8.049076080322266,-7.974140167236328,-7.92536735534668,-7.962993621826172,-7.934566497802734,-8.062774658203125,-8.081502914428711,-7.969788551330566,-8.071247100830078,-8.047536849975586,-7.967479705810547,-7.983524322509766,-7.935653209686279,-7.872962474822998,-7.987113952636719,-7.989963531494141,-7.98701810836792,-7.9525065422058105,-8.046207427978516,-8.017868041992188,-7.891872406005859,-8.021193504333496,-7.949851989746094,-8.095752716064453,-7.772890090942383,-7.985202789306641,-7.969636917114258,-8.003486633300781,-7.946414947509766,-8.004928588867188
鉄道運転従事者,37130,35570,1560,-8.221452713012695,-8.319146156311035,-8.453432083129883,-8.14268684387207,-7.943167686462402,-7.863631248474121,-8.098306655883789,-7.964535713195801,-7.977247714996338,-7.989917278289795,-8.148826599121094,-7.665674686431885,-8.108772277832031,-15.797621726989746,-8.022839546203613,-7.946585655212402,-7.992685794830322,-8.048632621765137,-7.981450080871582,-7.888990879058838,-7.930084705352783,-7.902352333068848,-8.222700119018555,-8.107184410095215,-7.868249893188477,-7.8896026611328125,-7.84989070892334,-7.821333885192871,-7.904501438140869,-8.052289009094238,-7.993486404418945,-7.900524139404297,-7.987799644470215,-7.866907596588135,-7.967637062072754,-7.823954105377197,-7.929370403289795,-8.04233455657959,-7.885287761688232,-7.896238327026367,-8.150040626525879,-7.91770076751709,-7.721529483795166,-7.902461528778076,-7.881962776184082,-7.912677764892578,-7.892279624938965,-7.995848178863525,-7.8466949462890625,-7.950057029724121,-7.870716094970703,-7.88687801361084,-7.910538673400879,-7.770603656768799,-7.896021366119385,-7.946925640106201,-7.767144203186035,-7.976187705993652,-7.874277114868164,-7.837103843688965,-7.876553535461426,-7.798969745635986,-7.920153617858887,-7.99098539352417,-7.8026204109191895,-7.977724552154541,-8.019257545471191,-7.867976665496826,-7.809021949768066,-7.843811988830566,-7.8752312660217285,-7.846266269683838,-8.062273979187012,-7.978793144226074,-7.842068195343018,-7.769778251647949,-7.9411516189575195,-8.050456047058105,-8.108316421508789,-7.948042869567871,-8.161478996276855,-7.981420993804932,-7.861844062805176,-7.902912139892578,-8.063599586486816,-7.951747894287109,-7.820862293243408,-7.822636127471924,-7.951926231384277,-7.845361709594727,-7.882787704467773,-8.090433120727539,-8.104323387145996,-7.862370491027832,-7.923077583312988,-7.935206413269043,-8.04834270477295,-8.209304809570312,-8.04072380065918,-7.900099754333496,-7.937163352966309,-8.083427429199219,-7.893367290496826,-7.96055793762207,-7.803523063659668,-7.983729362487793,-7.778853416442871,-8.068033218383789,-8.064794540405273,-8.041844367980957,-7.955580711364746,-8.159095764160156,-7.864275932312012,-7.886353015899658,-8.12891960144043,-7.86281681060791,-7.943819999694824,-7.923853874206543,-8.008597373962402,-7.870639801025391,-8.004654884338379,-8.19935131072998,-8.049311637878418,-7.907802104949951,-7.945577621459961,-8.010344505310059,-7.945248126983643,-7.9893479347229,-7.844731330871582,-7.84740686416626,-7.923867702484131
鉄道運転従事者,37130,35570,1560,-8.221452713012695,-8.319146156311035,-8.453432083129883,-8.14268684387207,-7.943167686462402,-7.863631248474121,-8.098306655883789,-7.964535713195801,-7.977247714996338,-7.989917278289795,-8.148826599121094,-7.665674686431885,-8.108772277832031,-15.797621726989746,-8.022839546203613,-7.946585655212402,-7.992685794830322,-8.048632621765137,-7.981450080871582,-7.888990879058838,-7.930084705352783,-7.902352333068848,-8.222700119018555,-8.107184410095215,-7.868249893188477,-7.8896026611328125,-7.84989070892334,-7.821333885192871,-7.904501438140869,-8.052289009094238,-7.993486404418945,-7.900524139404297,-7.987799644470215,-7.866907596588135,-7.967637062072754,-7.823954105377197,-7.929370403289795,-8.04233455657959,-7.885287761688232,-7.896238327026367,-8.150040626525879,-7.91770076751709,-7.721529483795166,-7.902461528778076,-7.881962776184082,-7.912677764892578,-7.892279624938965,-7.995848178863525,-7.8466949462890625,-7.950057029724121,-7.870716094970703,-7.88687801361084,-7.910538673400879,-7.770603656768799,-7.896021366119385,-7.946925640106201,-7.767144203186035,-7.976187705993652,-7.874277114868164,-7.837103843688965,-7.876553535461426,-7.798969745635986,-7.920153617858887,-7.99098539352417,-7.8026204109191895,-7.977724552154541,-8.019257545471191,-7.867976665496826,-7.809021949768066,-7.843811988830566,-7.8752312660217285,-7.846266269683838,-8.062273979187012,-7.978793144226074,-7.842068195343018,-7.769778251647949,-7.9411516189575195,-8.050456047058105,-8.108316421508789,-7.948042869567871,-8.161478996276855,-7.981420993804932,-7.861844062805176,-7.902912139892578,-8.063599586486816,-7.951747894287109,-7.820862293243408,-7.822636127471924,-7.951926231384277,-7.845361709594727,-7.882787704467773,-8.090433120727539,-8.104323387145996,-7.862370491027832,-7.923077583312988,-7.935206413269043,-8.04834270477295,-8.209304809570312,-8.04072380065918,-7.900099754333496,-7.937163352966309,-8.083427429199219,-7.893367290496826,-7.96055793762207,-7.803523063659668,-7.983729362487793,-7.778853416442871,-8.068033218383789,-8.064794540405273,-8.041844367980957,-7.955580711364746,-8.159095764160156,-7.864275932312012,-7.886353015899658,-8.12891960144043,-7.86281681060791,-7.943819999694824,-7.923853874206543,-8.008597373962402,-7.870639801025391,-8.004654884338379,-8.19935131072998,-8.049311637878418,-7.907802104949951,-7.945577621459961,-8.010344505310059,-7.945248126983643,-7.9893479347229,-7.844731330871582,-7.84740686416626,-7.923867702484131
自動車運転従事者,1445820,1387800,58020,-8.679791450500488,-9.045238494873047,-8.99271297454834,-8.783705711364746,-9.227325439453125,-9.118877410888672,-8.761397361755371,-9.062484741210938,-8.789127349853516,-9.14542293548584,-8.845670700073242,-9.139991760253906,-8.882681846618652,-8.772865295410156,-9.175196647644043,-9.172832489013672,-8.97441291809082,-9.111396789550781,-9.153766632080078,-9.185249328613281,-9.153292655944824,-9.111796379089355,-8.805274963378906,-9.10927963256836,-9.1612548828125,-9.21757698059082,-9.115832328796387,-9.092744827270508,-9.138702392578125,-9.079154014587402,-9.119878768920898,-9.287304878234863,-9.2228422164917,-9.2427396774292,-9.1729736328125,-9.207447052001953,-9.163986206054688,-9.083404541015625,-9.111308097839355,-9.188300132751465,-8.887215614318848,-9.165807723999023,-9.180461883544922,-9.194300651550293,-9.195566177368164,-9.249268531799316,-9.094013214111328,-9.160305976867676,-9.226150512695312,-9.188312530517578,-9.228008270263672,-9.153114318847656,-9.187248229980469,-9.205324172973633,-9.170032501220703,-9.15988540649414,-9.199142456054688,-9.222759246826172,-9.130572319030762,-9.217432022094727,-9.149275779724121,-9.193901062011719,-9.210124015808105,-9.174994468688965,-9.209611892700195,-9.164006233215332,-9.160917282104492,-9.16392707824707,-9.123716354370117,-9.205775260925293,-9.250807762145996,-9.122153282165527,-9.150995254516602,-9.203034400939941,-9.128698348999023,-9.182754516601562,-9.218445777893066,-9.218036651611328,-8.743581771850586,-9.1591157913208,-8.831256866455078,-9.173105239868164,-9.123851776123047,-9.129377365112305,-9.178682327270508,-9.152523040771484,-9.210018157958984,-9.184539794921875,-9.215681076049805,-9.194507598876953,-9.123291015625,-9.263627052307129,-9.163995742797852,-9.084893226623535,-9.260550498962402,-9.144506454467773,-9.195460319519043,-9.173727035522461,-8.791328430175781,-9.133896827697754,-9.125877380371094,-9.272726058959961,-9.277678489685059,-9.113876342773438,-9.128108978271484,-9.182558059692383,-9.129518508911133,-9.132791519165039,-9.211009979248047,-9.106898307800293,-9.167378425598145,-9.19224739074707,-9.06531047821045,-9.229837417602539,-8.725807189941406,-9.217394828796387,-9.203523635864258,-9.168609619140625,-9.137937545776367,-9.199212074279785,-9.236346244812012,-8.939966201782227,-9.169118881225586,-9.106513023376465,-9.168875694274902,-8.692169189453125,-9.263069152832031,-9.171182632446289,-9.060428619384766,-9.261335372924805,-9.172325134277344
自動車運転従事者,1445820,1387800,58020,-8.679791450500488,-9.045238494873047,-8.99271297454834,-8.783705711364746,-9.227325439453125,-9.118877410888672,-8.761397361755371,-9.062484741210938,-8.789127349853516,-9.14542293548584,-8.845670700073242,-9.139991760253906,-8.882681846618652,-8.772865295410156,-9.175196647644043,-9.172832489013672,-8.97441291809082,-9.111396789550781,-9.153766632080078,-9.185249328613281,-9.153292655944824,-9.111796379089355,-8.805274963378906,-9.10927963256836,-9.1612548828125,-9.21757698059082,-9.115832328796387,-9.092744827270508,-9.138702392578125,-9.079154014587402,-9.119878768920898,-9.287304878234863,-9.2228422164917,-9.2427396774292,-9.1729736328125,-9.207447052001953,-9.163986206054688,-9.083404541015625,-9.111308097839355,-9.188300132751465,-8.887215614318848,-9.165807723999023,-9.180461883544922,-9.194300651550293,-9.195566177368164,-9.249268531799316,-9.094013214111328,-9.160305976867676,-9.226150512695312,-9.188312530517578,-9.228008270263672,-9.153114318847656,-9.187248229980469,-9.205324172973633,-9.170032501220703,-9.15988540649414,-9.199142456054688,-9.222759246826172,-9.130572319030762,-9.217432022094727,-9.149275779724121,-9.193901062011719,-9.210124015808105,-9.174994468688965,-9.209611892700195,-9.164006233215332,-9.160917282104492,-9.16392707824707,-9.123716354370117,-9.205775260925293,-9.250807762145996,-9.122153282165527,-9.150995254516602,-9.203034400939941,-9.128698348999023,-9.182754516601562,-9.218445777893066,-9.218036651611328,-8.743581771850586,-9.1591157913208,-8.831256866455078,-9.173105239868164,-9.123851776123047,-9.129377365112305,-9.178682327270508,-9.152523040771484,-9.210018157958984,-9.184539794921875,-9.215681076049805,-9.194507598876953,-9.123291015625,-9.263627052307129,-9.163995742797852,-9.084893226623535,-9.260550498962402,-9.144506454467773,-9.195460319519043,-9.173727035522461,-8.791328430175781,-9.133896827697754,-9.125877380371094,-9.272726058959961,-9.277678489685059,-9.113876342773438,-9.128108978271484,-9.182558059692383,-9.129518508911133,-9.132791519165039,-9.211009979248047,-9.106898307800293,-9.167378425598145,-9.19224739074707,-9.06531047821045,-9.229837417602539,-8.725807189941406,-9.217394828796387,-9.203523635864258,-9.168609619140625,-9.137937545776367,-9.199212074279785,-9.236346244812012,-8.939966201782227,-9.169118881225586,-9.106513023376465,-9.168875694274902,-8.692169189453125,-9.263069152832031,-9.171182632446289,-9.060428619384766,-9.261335372924805,-9.172325134277344
船舶・航空機運転従事者,27900,27440,470,-6.945522308349609,-7.4827423095703125,-7.465928554534912,-6.955623149871826,-6.946861267089844,-6.969291687011719,-7.029791355133057,-6.932292938232422,-6.981345176696777,-6.876037120819092,-6.9735822677612305,-6.948252201080322,-6.9656171798706055,-12.370306015014648,-6.874850749969482,-6.8878092765808105,-6.900130748748779,-6.913241386413574,-6.9193034172058105,-6.918334484100342,-6.907732963562012,-6.971304893493652,-6.934478282928467,-6.87529993057251,-6.917934417724609,-6.93212890625,-6.955379486083984,-6.893261432647705,-6.9102783203125,-6.880976676940918,-6.916174411773682,-6.950007438659668,-6.952291965484619,-6.914359092712402,-6.879009246826172,-6.929500102996826,-6.926887035369873,-6.887473106384277,-6.918879985809326,-6.944194793701172,-7.0293073654174805,-6.891201019287109,-6.958343029022217,-6.967738151550293,-6.9405317306518555,-6.9279937744140625,-6.959155559539795,-6.92278528213501,-6.899504661560059,-6.998793601989746,-6.961150169372559,-6.930415153503418,-6.90654993057251,-6.920420169830322,-6.928278923034668,-6.926879405975342,-6.913440704345703,-6.891665458679199,-6.980422496795654,-6.9429850578308105,-6.893348217010498,-6.92350435256958,-6.9694294929504395,-6.951655387878418,-6.902510166168213,-7.002329349517822,-6.91515588760376,-6.9276041984558105,-6.94528865814209,-6.947684288024902,-6.966071128845215,-6.934123992919922,-6.918621063232422,-6.9190239906311035,-6.947711944580078,-6.926391124725342,-6.911355972290039,-6.9566450119018555,-7.042204856872559,-6.905299663543701,-7.011626243591309,-6.919337272644043,-6.915584087371826,-6.947261333465576,-6.972209930419922,-6.909492015838623,-6.945113182067871,-6.894329071044922,-6.959403991699219,-6.812579154968262,-6.941283226013184,-6.879619598388672,-6.942293643951416,-6.905059337615967,-6.940409183502197,-6.968295574188232,-6.935832977294922,-6.958434104919434,-7.043224334716797,-6.86610746383667,-6.976436138153076,-6.942046165466309,-6.935588359832764,-6.930839538574219,-6.863291263580322,-6.912890434265137,-6.916670799255371,-6.962824821472168,-6.941473960876465,-6.948009014129639,-6.964125633239746,-6.91680908203125,-6.8736186027526855,-6.860568046569824,-7.0596113204956055,-6.8576579093933105,-6.940749168395996,-6.891341209411621,-6.859309196472168,-6.926661968231201,-6.918006420135498,-6.988566875457764,-6.93723201751709,-6.932517051696777,-6.965690612792969,-7.050601959228516,-6.88101863861084,-6.952091217041016,-6.909224510192871,-6.945331573486328,-6.984610557556152
船長・航海士・運航士（漁労船を除く），水先人,14390,14140,250,-9.378910064697266,-7.7047600746154785,-7.825248718261719,-9.088894844055176,-9.349647521972656,-9.192283630371094,-9.267077445983887,-9.139999389648438,-9.008322715759277,-9.332907676696777,-9.284278869628906,-9.363593101501465,-9.038440704345703,-6.928695201873779,-9.172222137451172,-9.420187950134277,-9.146355628967285,-9.287257194519043,-9.287089347839355,-9.142626762390137,-9.278948783874512,-9.138545989990234,-8.750953674316406,-9.314971923828125,-9.289219856262207,-9.303329467773438,-9.279411315917969,-9.374309539794922,-9.3671293258667,-9.31241512298584,-9.220733642578125,-9.208239555358887,-9.154720306396484,-9.282454490661621,-9.38979721069336,-9.29227066040039,-9.269658088684082,-9.17218017578125,-8.958122253417969,-9.0963773727417,-9.187224388122559,-9.21616268157959,-9.385433197021484,-9.199638366699219,-9.238746643066406,-9.266684532165527,-9.193172454833984,-9.337837219238281,-9.160263061523438,-9.023014068603516,-9.263697624206543,-9.110072135925293,-9.237564086914062,-9.11010456085205,-9.29910659790039,-9.240581512451172,-9.314624786376953,-9.214679718017578,-9.064338684082031,-9.22818374633789,-9.25433349609375,-9.124542236328125,-9.094924926757812,-9.4339599609375,-9.207804679870605,-9.10345458984375,-9.372581481933594,-9.04263687133789,-9.065666198730469,-9.142047882080078,-9.244128227233887,-9.17525863647461,-9.237205505371094,-9.14880657196045,-9.074081420898438,-8.987983703613281,-9.3663330078125,-9.086799621582031,-9.154471397399902,-9.099289894104004,-8.938334465026855,-9.370540618896484,-9.05630111694336,-9.14413833618164,-9.086681365966797,-9.1536865234375,-8.888664245605469,-9.062240600585938,-9.380817413330078,-9.300765991210938,-9.052051544189453,-9.240489959716797,-9.23604965209961,-8.73028564453125,-9.29559326171875,-9.180808067321777,-9.271560668945312,-9.131088256835938,-8.86508560180664,-9.062686920166016,-9.279342651367188,-9.086418151855469,-9.051483154296875,-9.155967712402344,-9.365303039550781,-9.268108367919922,-9.234161376953125,-9.29843521118164,-9.275752067565918,-9.262672424316406,-9.307292938232422,-9.048412322998047,-8.92065715789795,-9.348930358886719,-9.017982482910156,-9.464312553405762,-9.21175765991211,-9.282451629638672,-9.237628936767578,-8.950271606445312,-9.053177833557129,-8.72449016571045,-9.30227279663086,-9.368667602539062,-9.174139976501465,-8.753459930419922,-8.905985832214355,-9.272509574890137,-9.187273979187012,-9.091922760009766,-9.08135986328125
船舶機関長・機関士（漁労船を除く）,6470,6430,30,-9.123332977294922,-9.873146057128906,-10.057769775390625,-8.880702018737793,-9.01019287109375,-9.035750389099121,-9.07034969329834,-9.039278984069824,-8.975502014160156,-9.005470275878906,-9.121517181396484,-9.10672378540039,-9.053105354309082,-8.34420394897461,-8.243408203125,-8.975749969482422,-9.019866943359375,-9.080878257751465,-9.11029052734375,-8.962112426757812,-9.050033569335938,-8.97397232055664,-8.886815071105957,-9.145583152770996,-9.0293607711792,-8.149881362915039,-9.040313720703125,-9.069786071777344,-9.000038146972656,-9.028907775878906,-8.26089859008789,-9.173397064208984,-9.072639465332031,-9.00632095336914,-9.04925537109375,-8.958366394042969,-8.944873809814453,-8.970836639404297,-8.242822647094727,-8.285160064697266,-9.05142593383789,-9.045683860778809,-9.037189483642578,-9.042388916015625,-8.255195617675781,-8.975958824157715,-8.932334899902344,-8.996223449707031,-8.971294403076172,-8.212589263916016,-8.225353240966797,-8.230142593383789,-8.188289642333984,-8.175636291503906,-8.897563934326172,-9.056766510009766,-9.08096981048584,-9.010616302490234,-8.280952453613281,-9.01620864868164,-8.957427978515625,-8.283534049987793,-8.295385360717773,-9.057209014892578,-8.288357734680176,-9.10906982421875,-9.155879974365234,-8.16520881652832,-9.034420013427734,-9.061241149902344,-8.957260131835938,-8.183042526245117,-8.303627014160156,-8.936840057373047,-8.229473114013672,-8.249090194702148,-9.066863059997559,-8.283517837524414,-9.038139343261719,-9.063549041748047,-9.022963523864746,-8.942886352539062,-8.950191497802734,-8.906051635742188,-8.220162391662598,-9.03424072265625,-8.340335845947266,-8.99496078491211,-8.184793472290039,-8.086734771728516,-8.949409484863281,-8.220824241638184,-8.254175186157227,-9.030967712402344,-9.025569915771484,-8.975852966308594,-8.191144943237305,-8.267059326171875,-9.09149169921875,-9.03128719329834,-8.177083969116211,-9.171565055847168,-8.97369384765625,-9.048263549804688,-9.021151542663574,-9.028244018554688,-8.182178497314453,-8.212200164794922,-8.244710922241211,-8.214340209960938,-9.045825004577637,-9.119461059570312,-9.017845153808594,-9.062339782714844,-9.05478286743164,-9.044085502624512,-9.081302642822266,-8.131767272949219,-9.036763191223145,-8.997633934020996,-8.368175506591797,-8.999794006347656,-9.059978485107422,-9.029487609863281,-8.194864273071289,-8.796432495117188,-9.049388885498047,-9.075061798095703,-9.007892608642578,-8.951717376708984,-8.253992080688477
航空機操縦士,7040,6860,180,-9.901809692382812,-10.700183868408203,-10.961917877197266,-9.906814575195312,-9.914353370666504,-9.915069580078125,-9.998722076416016,-10.056652069091797,-9.900096893310547,-10.000267028808594,-9.981404304504395,-10.046981811523438,-9.918411254882812,-31.8507080078125,-9.929309844970703,-9.990413665771484,-9.971294403076172,-9.981212615966797,-9.94036865234375,-9.91860580444336,-9.963184356689453,-9.870200157165527,-9.792980194091797,-9.932685852050781,-10.01199722290039,-9.974055290222168,-9.934371948242188,-9.932520866394043,-9.999862670898438,-9.915756225585938,-9.950477600097656,-9.963626861572266,-9.946388244628906,-9.912044525146484,-9.9886474609375,-9.961639404296875,-9.964797973632812,-9.935223579406738,-9.917388916015625,-9.913073539733887,-9.911201477050781,-9.994415283203125,-9.976604461669922,-9.933775901794434,-9.915275573730469,-9.908710479736328,-9.88836669921875,-9.894874572753906,-9.89340591430664,-9.93741226196289,-9.88498306274414,-9.875221252441406,-9.91977596282959,-9.869524955749512,-9.888641357421875,-9.96231460571289,-9.887141227722168,-9.876930236816406,-9.972389221191406,-9.902454376220703,-9.951847076416016,-9.918212890625,-9.919441223144531,-9.918525695800781,-9.832637786865234,-9.889568328857422,-9.903132438659668,-9.937934875488281,-9.906612396240234,-9.877273559570312,-9.813606262207031,-9.888583183288574,-9.94940185546875,-9.904228210449219,-9.884651184082031,-9.899791717529297,-9.89898681640625,-9.916015625,-9.9238862991333,-9.835338592529297,-9.948752403259277,-9.88323974609375,-9.925132751464844,-9.907634735107422,-9.884033203125,-9.931816101074219,-9.80648422241211,-9.928573608398438,-9.91726303100586,-9.980865478515625,-9.89406967163086,-9.979827880859375,-9.87933349609375,-9.927047729492188,-9.908331871032715,-9.855888366699219,-9.885706901550293,-9.859367370605469,-9.9052734375,-9.80270004272461,-9.89883041381836,-9.876953125,-9.97750473022461,-9.939750671386719,-9.953659057617188,-9.9320068359375,-9.887931823730469,-9.929393768310547,-9.859275817871094,-9.919780731201172,-9.889209747314453,-9.835796356201172,-9.61419677734375,-9.99947738647461,-9.91238021850586,-10.009140014648438,-9.890518188476562,-9.884880065917969,-9.970146179199219,-9.923789978027344,-9.98995590209961,-9.951831817626953,-9.903648376464844,-9.954124450683594,-9.92199993133545,-9.86151123046875,-9.972460746765137,-9.863136291503906,-9.878981590270996,-9.91415023803711,-9.884098052978516
